Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,2,David Coulthard,COU,McLaren Mercedes,60,1:28:50.108,10
2,1,Mika Hakkinen,HAK,McLaren Mercedes,60,+1.477s,6
3,3,Michael Schumacher,MSC,Ferrari,60,+19.917s,4
4,9,Ralf Schumacher,RSC,Williams BMW,60,+41.312s,3
5,10,Jenson Button,BUT,Williams BMW,60,+57.759s,2
6,6,Jarno Trulli,TRU,Jordan Mugen Honda,60,+79.273s,1
7,11,Giancarlo Fisichella,FIS,Benetton Playlife,59,+1 lap,0
8,17,Mika Salo,SAL,Sauber Petronas,59,+1 lap,0
9,12,Alexander Wurz,WUR,Benetton Playlife,59,+1 lap,0
10,14,Jean Alesi,ALE,Prost Peugeot,59,+1 lap,0
11,16,Pedro Diniz,DIN,Sauber Petronas,59,+1 lap,0
12,8,Johnny Herbert,HER,Jaguar Cosworth,59,+1 lap,0
13,7,Eddie Irvine,IRV,Jaguar Cosworth,59,+1 lap,0
14,20,Marc Gene,GEN,Minardi Fondmetal,59,+1 lap,0
15,21,Gaston Mazzacane,MAZ,Minardi Fondmetal,59,+1 lap,0
16,22,Jacques Villeneuve,VIL,BAR Honda,56,DNF,0
17,5,Heinz-Harald Frentzen,FRE,Jordan Mugen Honda,54,DNF,0
NC,15,Nick Heidfeld,HEI,Prost Peugeot,51,DNF,0
NC,23,Ricardo Zonta,ZON,BAR Honda,36,DNF,0
NC,4,Rubens Barrichello,BAR,Ferrari,35,DNF,0
NC,18,Pedro de la Rosa,DLR,Arrows Supertec,26,DNF,0
NC,19,Jos Verstappen,VER,Arrows Supertec,20,DNF,0
