Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,3,Michael Schumacher,MSC,Ferrari,67,1:42:00.307,10
2,1,Mika Hakkinen,HAK,McLaren Mercedes,67,+13.821s,6
3,2,David Coulthard,COU,McLaren Mercedes,66,+1 lap,4
4,4,Rubens Barrichello,BAR,Ferrari,66,+1 lap,3
5,11,Giancarlo Fisichella,FIS,Benetton Playlife,66,+1 lap,2
6,18,Pedro de la Rosa,DLR,Arrows Supertec,66,+1 lap,1
7,16,Pedro Diniz,DIN,Sauber Petronas,65,+2 laps,0
8,21,Gaston Mazzacane,MAZ,Minardi Fondmetal,65,+2 laps,0
9,14,Jean Alesi,ALE,Prost Peugeot,65,+2 laps,0
10,10,Jenson Button,BUT,Williams BMW,62,DNF,0
11,8,Johnny Herbert,HER,Jaguar Cosworth,61,DNF,0
12,12,Alexander Wurz,WUR,Benetton Playlife,61,DNF,0
NC,23,Ricardo Zonta,ZON,BAR Honda,51,DNF,0
NC,20,Marc Gene,GEN,Minardi Fondmetal,47,DNF,0
NC,22,Jacques Villeneuve,VIL,BAR Honda,46,DNF,0
NC,7,Eddie Irvine,IRV,Jaguar Cosworth,29,DNF,0
NC,19,Jos Verstappen,VER,Arrows Supertec,29,DNF,0
NC,9,Ralf Schumacher,RSC,Williams BMW,29,DNF,0
NC,17,Mika Salo,SAL,Sauber Petronas,27,DNF,0
NC,5,Heinz-Harald Frentzen,FRE,Jordan Mugen Honda,2,DNF,0
NC,6,Jarno Trulli,TRU,Jordan Mugen Honda,0,DNF,0
