Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,2,David Coulthard,COU,McLaren Mercedes,78,1:49:28.213,10
2,4,Rubens Barrichello,BAR,Ferrari,78,+15.889s,6
3,11,Giancarlo Fisichella,FIS,Benetton Playlife,78,+18.522s,4
4,7,Eddie Irvine,IRV,Jaguar Cosworth,78,+65.924s,3
5,17,Mika Salo,SAL,Sauber Petronas,78,+80.774s,2
6,1,Mika Hakkinen,HAK,McLaren Mercedes,77,+1 lap,1
7,22,Jacques Villeneuve,VIL,BAR Honda,77,+1 lap,0
8,15,Nick Heidfeld,HEI,Prost Peugeot,77,+1 lap,0
9,8,Johnny Herbert,HER,Jaguar Cosworth,76,+2 laps,0
10,5,Heinz-Harald Frentzen,FRE,Jordan Mugen Honda,70,DNF,0
NC,19,Jos Verstappen,VER,Arrows Supertec,60,DNF,0
NC,3,Michael Schumacher,MSC,Ferrari,55,DNF,0
NC,23,Ricardo Zonta,ZON,BAR Honda,48,DNF,0
NC,9,Ralf Schumacher,RSC,Williams BMW,37,DNF,0
NC,6,Jarno Trulli,TRU,Jordan Mugen Honda,36,DNF,0
NC,16,Pedro Diniz,DIN,Sauber Petronas,30,DNF,0
NC,14,Jean Alesi,ALE,Prost Peugeot,29,DNF,0
NC,21,Gaston Mazzacane,MAZ,Minardi Fondmetal,22,DNF,0
NC,20,Marc Gene,GEN,Minardi Fondmetal,21,DNF,0
NC,12,Alexander Wurz,WUR,Benetton Playlife,18,DNF,0
NC,10,Jenson Button,BUT,Williams BMW,16,DNF,0
