Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,3,Michael Schumacher,MSC,Ferrari,53,1:29:53.435,10
2,1,Mika Hakkinen,HAK,McLaren Mercedes,53,+1.837s,6
3,2,David Coulthard,COU,McLaren Mercedes,53,+69.914s,4
4,4,Rubens Barrichello,BAR,Ferrari,53,+79.190s,3
5,10,Jenson Button,BUT,Williams BMW,53,+85.694s,2
6,22,Jacques Villeneuve,VIL,BAR Honda,52,+1 lap,1
7,8,Johnny Herbert,HER,Jaguar Cosworth,52,+1 lap,0
8,7,Eddie Irvine,IRV,Jaguar Cosworth,52,+1 lap,0
9,23,Ricardo Zonta,ZON,BAR Honda,52,+1 lap,0
10,17,Mika Salo,SAL,Sauber Petronas,52,+1 lap,0
11,16,Pedro Diniz,DIN,Sauber Petronas,52,+1 lap,0
12,18,Pedro de la Rosa,DLR,Arrows Supertec,52,+1 lap,0
13,6,Jarno Trulli,TRU,Jordan Mugen Honda,52,+1 lap,0
14,11,Giancarlo Fisichella,FIS,Benetton Playlife,52,+1 lap,0
15,21,Gaston Mazzacane,MAZ,Minardi Fondmetal,51,+2 laps,0
NC,20,Marc Gene,GEN,Minardi Fondmetal,46,DNF,0
NC,9,Ralf Schumacher,RSC,Williams BMW,41,DNF,0
NC,15,Nick Heidfeld,HEI,Prost Peugeot,41,DNF,0
NC,12,Alexander Wurz,WUR,Benetton Playlife,37,DNF,0
NC,5,Heinz-Harald Frentzen,FRE,Jordan Mugen Honda,29,DNF,0
NC,14,Jean Alesi,ALE,Prost Peugeot,19,DNF,0
NC,19,Jos Verstappen,VER,Arrows Supertec,9,DNF,0
