Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,3,Michael Schumacher,MSC,Ferrari,73,1:36:30.883,10
2,4,Rubens Barrichello,BAR,Ferrari,73,+12.118s,6
3,5,Heinz-Harald Frentzen,FRE,Jordan Mugen Honda,73,+17.368s,4
4,22,Jacques Villeneuve,VIL,BAR Honda,73,+17.935s,3
5,2,David Coulthard,COU,McLaren Mercedes,73,+28.813s,2
6,23,Ricardo Zonta,ZON,BAR Honda,73,+51.694s,1
7,7,Eddie Irvine,IRV,Jaguar Cosworth,73,+71.115s,0
8,16,Pedro Diniz,DIN,Sauber Petronas,72,+1 lap,0
9,15,Nick Heidfeld,HEI,Prost Peugeot,72,+1 lap,0
10,12,Alexander Wurz,WUR,Benetton Playlife,72,+1 lap,0
11,8,Johnny Herbert,HER,Jaguar Cosworth,72,+1 lap,0
12,20,Marc Gene,GEN,Minardi Fondmetal,72,+1 lap,0
NC,14,Jean Alesi,ALE,Prost Peugeot,64,DNF,0
NC,21,Gaston Mazzacane,MAZ,Minardi Fondmetal,59,DNF,0
NC,9,Ralf Schumacher,RSC,Williams BMW,58,DNF,0
NC,18,Pedro de la Rosa,DLR,Arrows Supertec,45,DNF,0
NC,11,Giancarlo Fisichella,FIS,Benetton Playlife,44,DNF,0
NC,19,Jos Verstappen,VER,Arrows Supertec,34,DNF,0
NC,1,Mika Hakkinen,HAK,McLaren Mercedes,25,DNF,0
NC,17,Mika Salo,SAL,Sauber Petronas,18,DNF,0
NC,10,Jenson Button,BUT,Williams BMW,14,DNF,0
NC,6,Jarno Trulli,TRU,Jordan Mugen Honda,12,DNF,0
