Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,3,Michael Schumacher,MSC,Ferrari,58,1:34:01.987,10
2,4,Rubens Barrichello,BAR,Ferrari,58,+11.415s,6
3,9,Ralf Schumacher,RSC,Williams BMW,58,+20.009s,4
4,22,Jacques Villeneuve,VIL,BAR Honda,58,+44.447s,3
5,11,Giancarlo Fisichella,FIS,Benetton Playlife,58,+45.165s,2
6,23,Ricardo Zonta,ZON,BAR Honda,58,+46.468s,1
7,12,Alexander Wurz,WUR,Benetton Playlife,58,+46.915s,0
8,20,Marc Gene,GEN,Minardi Fondmetal,57,+1 lap,0
9,15,Nick Heidfeld,HEI,Prost Peugeot,56,+2 laps,0
NC,10,Jenson Button,BUT,Williams BMW,46,DNF,0
NC,16,Pedro Diniz,DIN,Sauber Petronas,41,DNF,0
NC,21,Gaston Mazzacane,MAZ,Minardi Fondmetal,40,DNF,0
NC,5,Heinz-Harald Frentzen,FRE,Jordan Mugen Honda,39,DNF,0
NC,6,Jarno Trulli,TRU,Jordan Mugen Honda,35,DNF,0
NC,14,Jean Alesi,ALE,Prost Peugeot,27,DNF,0
NC,1,Mika Hakkinen,HAK,McLaren Mercedes,18,DNF,0
NC,19,Jos Verstappen,VER,Arrows Supertec,16,DNF,0
NC,2,David Coulthard,COU,McLaren Mercedes,11,DNF,0
NC,18,Pedro de la Rosa,DLR,Arrows Supertec,6,DNF,0
NC,7,Eddie Irvine,IRV,Jaguar Cosworth,6,DNF,0
NC,8,Johnny Herbert,HER,Jaguar Cosworth,1,DNF,0
