Position,Driver Number,Driver,Driver Abbreviation,Car,Q1,Q2,Q3,Laps
1,77,Valtteri Bottas,BOT,Mercedes,1:04.175,1:03.756,1:03.130,18
2,44,Lewis Hamilton,HAM,Mercedes,1:04.080,1:03.577,1:03.149,21
3,5,Sebastian Vettel,VET,Ferrari,1:04.347,1:03.544,1:03.464,18
4,7,Kimi Räikkönen,RAI,Ferrari,1:04.234,1:03.975,1:03.660,21
5,33,Max Verstappen,VER,Red Bull Racing TAG Heuer,1:04.273,1:04.001,1:03.840,18
6,8,Romain Grosjean,GRO,Haas Ferrari,1:04.242,1:04.059,1:03.892,17
7,3,Daniel Ricciardo,RIC,Red Bull Racing TAG Heuer,1:04.723,1:04.403,1:03.996,22
8,20,Kevin Magnussen,MAG,Haas Ferrari,1:04.460,1:04.291,1:04.051,20
9,55,Carlos Sainz,SAI,Renault,1:04.948,1:04.561,1:04.725,19
10,27,Nico Hulkenberg,HUL,Renault,1:04.864,1:04.676,1:05.019,20
11,31,Esteban Ocon,OCO,Force India Mercedes,1:05.148,1:04.845,DNQ,19
12,10,Pierre Gasly,GAS,Scuderia Toro Rosso Honda,1:05.011,1:04.874,DNQ,16
13,16,Charles Leclerc,LEC,Sauber Ferrari,1:04.967,1:04.979,DNQ,19
14,14,Fernando Alonso,ALO,McLaren Renault,1:04.965,1:05.058,DNQ,17
15,18,Lance Stroll,STR,Williams Mercedes,1:05.264,1:05.286,DNQ,17
16,2,Stoffel Vandoorne,VAN,McLaren Renault,1:05.271,DNQ,DNQ,9
17,11,Sergio Perez,PER,Force India Mercedes,1:05.279,DNQ,DNQ,11
18,35,Sergey Sirotkin,SIR,Williams Mercedes,1:05.322,DNQ,DNQ,10
19,28,Brendon Hartley,HAR,Scuderia Toro Rosso Honda,1:05.366,DNQ,DNQ,11
20,9,Marcus Ericsson,ERI,Sauber Ferrari,1:05.479,DNQ,DNQ,11
