Position,Driver Number,Driver,Driver Abbreviation,Car,Q1,Q2,Q3,Laps
1,3,Daniel Ricciardo,RIC,Red Bull Racing TAG Heuer,1:15.866,1:15.845,1:14.759,16
2,33,Max Verstappen,VER,Red Bull Racing TAG Heuer,1:15.756,1:15.640,1:14.785,16
3,44,Lewis Hamilton,HAM,Mercedes,1:15.673,1:15.644,1:14.894,21
4,5,Sebastian Vettel,VET,Ferrari,1:16.089,1:15.715,1:14.970,16
5,77,Valtteri Bottas,BOT,Mercedes,1:15.580,1:15.923,1:15.160,22
6,7,Kimi Räikkönen,RAI,Ferrari,1:16.446,1:15.996,1:15.330,20
7,27,Nico Hulkenberg,HUL,Renault,1:16.498,1:16.126,1:15.827,18
8,55,Carlos Sainz,SAI,Renault,1:16.813,1:16.188,1:16.084,18
9,16,Charles Leclerc,LEC,Sauber Ferrari,1:16.862,1:16.320,1:16.189,20
10,9,Marcus Ericsson,ERI,Sauber Ferrari,1:16.701,1:16.633,1:16.513,20
11,31,Esteban Ocon,OCO,Force India Mercedes,1:16.252,1:16.844,DNQ,16
12,14,Fernando Alonso,ALO,McLaren Renault,1:16.857,1:16.871,DNQ,12
13,11,Sergio Perez,PER,Force India Mercedes,1:16.242,1:17.167,DNQ,16
14,28,Brendon Hartley,HAR,Scuderia Toro Rosso Honda,1:16.682,1:17.184,DNQ,12
15,10,Pierre Gasly,GAS,Scuderia Toro Rosso Honda,1:16.828,DNS,DNQ,11
16,8,Romain Grosjean,GRO,Haas Ferrari,1:16.911,DNQ,DNQ,9
17,2,Stoffel Vandoorne,VAN,McLaren Renault,1:16.966,DNQ,DNQ,6
18,20,Kevin Magnussen,MAG,Haas Ferrari,1:17.599,DNQ,DNQ,9
19,18,Lance Stroll,STR,Williams Mercedes,1:17.689,DNQ,DNQ,5
20,35,Sergey Sirotkin,SIR,Williams Mercedes,1:17.886,DNQ,DNQ,6
