Position,Driver Number,Driver,Driver Abbreviation,Car,Q1,Q2,Q3,Laps
1,44,Lewis Hamilton,HAM,Mercedes,1:31.271,1:30.645,1:30.029,19
2,77,Valtteri Bottas,BOT,Mercedes,1:31.776,1:31.227,1:30.147,17
3,5,Sebastian Vettel,VET,Ferrari,1:31.820,1:30.751,1:30.400,22
4,33,Max Verstappen,VER,Red Bull Racing TAG Heuer,1:31.531,1:30.818,1:30.705,20
5,3,Daniel Ricciardo,RIC,Red Bull Racing TAG Heuer,1:31.910,1:31.538,1:30.895,20
6,7,Kimi Räikkönen,RAI,Ferrari,1:31.567,1:30.772,1:31.057,22
7,55,Carlos Sainz,SAI,Renault,1:32.394,1:32.016,1:32.126,23
8,16,Charles Leclerc,LEC,Sauber Ferrari,1:32.538,1:32.055,1:32.635,22
9,20,Kevin Magnussen,MAG,Haas Ferrari,1:32.169,1:31.510,1:32.930,24
10,8,Romain Grosjean,GRO,Haas Ferrari,1:32.083,1:31.472,DNF,20
11,31,Esteban Ocon,OCO,Force India Mercedes,1:32.786,1:32.075,DNQ,14
12,27,Nico Hulkenberg,HUL,Renault,1:32.949,1:32.115,DNQ,15
13,11,Sergio Perez,PER,Force India Mercedes,1:32.692,1:32.454,DNQ,15
14,10,Pierre Gasly,GAS,Scuderia Toro Rosso Honda,1:32.447,1:32.460,DNQ,17
15,9,Marcus Ericsson,ERI,Sauber Ferrari,1:32.804,1:32.820,DNQ,18
16,14,Fernando Alonso,ALO,McLaren Renault,1:32.976,DNQ,DNQ,10
17,28,Brendon Hartley,HAR,Scuderia Toro Rosso Honda,1:33.025,DNQ,DNQ,10
18,2,Stoffel Vandoorne,VAN,McLaren Renault,1:33.162,DNQ,DNQ,10
19,35,Sergey Sirotkin,SIR,Williams Mercedes,1:33.636,DNQ,DNQ,9
20,18,Lance Stroll,STR,Williams Mercedes,1:33.729,DNQ,DNQ,10
