Position,Driver Number,Driver,Driver Abbreviation,Car,Q1,Q2,Q3,Laps
1,5,Sebastian Vettel,VET,Ferrari,1:12.538,1:12.505,1:11.212,16
2,77,Valtteri Bottas,BOT,Mercedes,1:12.962,1:12.152,1:11.416,18
3,7,Kimi Räikkönen,RAI,Ferrari,1:12.505,1:12.336,1:11.547,17
4,33,Max Verstappen,VER,Red Bull Racing TAG Heuer,1:13.127,1:12.188,1:11.822,18
5,20,Kevin Magnussen,MAG,Haas Ferrari,1:13.105,1:12.523,1:12.200,18
6,8,Romain Grosjean,GRO,Haas Ferrari,1:12.986,1:12.722,1:12.544,17
7,27,Nico Hulkenberg,HUL,Renault,1:13.479,1:12.946,1:12.560,17
8,55,Carlos Sainz,SAI,Renault,1:13.324,1:13.032,1:12.692,19
9,16,Charles Leclerc,LEC,Sauber Ferrari,1:13.077,1:12.995,1:12.717,23
10,11,Sergio Perez,PER,Force India Mercedes,1:13.427,1:13.072,1:12.774,19
11,14,Fernando Alonso,ALO,McLaren Renault,1:13.614,1:13.657,DNQ,16
12,35,Sergey Sirotkin,SIR,Williams Mercedes,1:13.708,1:13.702,DNQ,13
13,9,Marcus Ericsson,ERI,Sauber Ferrari,1:13.562,1:13.736,DNQ,17
14,44,Lewis Hamilton,HAM,Mercedes,1:13.012,DNQ,DNQ,8
15,3,Daniel Ricciardo,RIC,Red Bull Racing TAG Heuer,1:13.318,DNQ,DNQ,6
16,31,Esteban Ocon,OCO,Force India Mercedes,1:13.720,DNQ,DNQ,10
17,10,Pierre Gasly,GAS,Scuderia Toro Rosso Honda,1:13.749,DNQ,DNQ,9
18,28,Brendon Hartley,HAR,Scuderia Toro Rosso Honda,1:14.045,DNQ,DNQ,8
19,18,Lance Stroll,STR,Williams Mercedes,1:14.206,DNQ,DNQ,10
20,2,Stoffel Vandoorne,VAN,McLaren Renault,1:14.401,DNQ,DNQ,10
