Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,2,Clay Regazzoni,REG,Ferrari,80,1:53:18.471,9
2,1,Niki Lauda,LAU,Ferrari,80,+42.414s,6
3,4,Patrick Depailler,DEP,Tyrrell Ford,80,+49.972s,4
4,26,Jacques Laffite,LAF,Ligier Matra,80,+72.828s,3
5,12,Jochen Mass,MAS,McLaren Ford,80,+82.292s,2
6,30,Emerson Fittipaldi,FIT,Fittipaldi Ford,79,+1 lap,1
7,17,Jean-Pierre Jarier,JAR,Shadow Ford,79,+1 lap,0
8,22,Chris Amon,AMO,Ensign Ford,78,+2 laps,0
9,8,Carlos Pace,PAC,Brabham Alfa Romeo,77,+3 laps,0
10,10,Ronnie Peterson,PET,March Ford,77,+3 laps,0
NC,19,Alan Jones,JON,Surtees Ford,70,+10 laps,0
NC,28,John Watson,WAT,Penske Ford,69,+11 laps,0
NC,3,Jody Scheckter,SCH,Tyrrell Ford,34,DNF,0
NC,16,Tom Pryce,PRY,Shadow Ford,32,DNF,0
NC,27,Mario Andretti,AND,Parnelli Ford,15,DNF,0
NC,11,James Hunt,HUN,McLaren Ford,3,DNF,0
NC,34,Hans-Joachim Stuck,STU,March Ford,2,DNF,0
NC,6,Gunnar Nilsson,NIL,Lotus Ford,0,DNF,0
NC,7,Carlos Reutemann,REU,Brabham Alfa Romeo,0,DNF,0
NC,9,Vittorio Brambilla,BRA,March Ford,0,DNF,0
