Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Niki Lauda,LAU,Ferrari,78,1:59:51.470,9
2,3,Jody Scheckter,SCH,Tyrrell Ford,78,+11.130s,6
3,4,Patrick Depailler,DEP,Tyrrell Ford,78,+64.840s,4
4,34,Hans-Joachim Stuck,STU,March Ford,77,+1 lap,3
5,12,Jochen Mass,MAS,McLaren Ford,77,+1 lap,2
6,30,Emerson Fittipaldi,FIT,Fittipaldi Ford,77,+1 lap,1
7,16,Tom Pryce,PRY,Shadow Ford,77,+1 lap,0
8,17,Jean-Pierre Jarier,JAR,Shadow Ford,76,+2 laps,0
9,8,Carlos Pace,PAC,Brabham Alfa Romeo,76,+2 laps,0
10,28,John Watson,WAT,Penske Ford,76,+2 laps,0
11,21,Michel Leclere,LEC,Wolf-Williams,76,+2 laps,0
12,26,Jacques Laffite,LAF,Ligier Matra,75,DNF,0
13,22,Chris Amon,AMO,Ensign Ford,74,+4 laps,0
14,2,Clay Regazzoni,REG,Ferrari,73,DNF,0
NC,6,Gunnar Nilsson,NIL,Lotus Ford,39,DNF,0
NC,10,Ronnie Peterson,PET,March Ford,26,DNF,0
NC,11,James Hunt,HUN,McLaren Ford,24,DNF,0
NC,9,Vittorio Brambilla,BRA,March Ford,9,DNF,0
NC,19,Alan Jones,JON,Surtees Ford,1,DNF,0
NC,7,Carlos Reutemann,REU,Brabham Alfa Romeo,0,DNF,0
