Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Niki Lauda,LAU,Ferrari,70,1:42:53.230,9
2,2,Clay Regazzoni,REG,Ferrari,70,+3.460s,6
3,26,Jacques Laffite,LAF,Ligier Matra,70,+35.380s,4
4,3,Jody Scheckter,SCH,Tyrrell Ford,70,+91.080s,3
5,19,Alan Jones,JON,Surtees Ford,69,+1 lap,2
6,12,Jochen Mass,MAS,McLaren Ford,69,+1 lap,1
7,28,John Watson,WAT,Penske Ford,69,+1 lap,0
8,37,Larry Perkins,PER,Boro Ford,69,+1 lap,0
9,17,Jean-Pierre Jarier,JAR,Shadow Ford,69,+1 lap,0
10,16,Tom Pryce,PRY,Shadow Ford,68,+2 laps,0
11,21,Michel Leclere,LEC,Wolf-Williams,68,+2 laps,0
12,32,Loris Kessel,KES,,63,+7 laps,0
NC,18,Brett Lunger,LUN,Surtees Ford,62,DNF,0
NC,8,Carlos Pace,PAC,Brabham Alfa Romeo,58,DNF,0
NC,22,Chris Amon,AMO,Ensign Ford,51,DNF,0
NC,11,James Hunt,HUN,McLaren Ford,35,DNF,0
NC,34,Hans-Joachim Stuck,STU,March Ford,33,DNF,0
NC,24,Harald Ertl,ERT,Hesketh Ford,31,DNF,0
NC,4,Patrick Depailler,DEP,Tyrrell Ford,29,DNF,0
NC,5,Mario Andretti,AND,Lotus Ford,28,DNF,0
NC,33,Patrick Neve,NEV,,24,DNF,0
NC,35,Arturo Merzario,MER,March Ford,21,DNF,0
NC,7,Carlos Reutemann,REU,Brabham Alfa Romeo,17,DNF,0
NC,10,Ronnie Peterson,PET,March Ford,16,DNF,0
NC,6,Gunnar Nilsson,NIL,Lotus Ford,7,DNF,0
NC,9,Vittorio Brambilla,BRA,March Ford,6,DNF,0
