Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,11,James Hunt,HUN,McLaren Ford,75,1:42:20.430,9
2,1,Niki Lauda,LAU,Ferrari,75,+30.970s,6
3,6,Gunnar Nilsson,NIL,Lotus Ford,75,+48.020s,4
4,7,Carlos Reutemann,REU,Brabham Alfa Romeo,74,+1 lap,3
5,22,Chris Amon,AMO,Ensign Ford,74,+1 lap,2
6,8,Carlos Pace,PAC,Brabham Alfa Romeo,74,+1 lap,1
7,20,Jacky Ickx,ICK,Wolf-Williams,74,+1 lap,0
8,16,Tom Pryce,PRY,Shadow Ford,74,+1 lap,0
9,19,Alan Jones,JON,Surtees Ford,74,+1 lap,0
10,21,Michel Leclere,LEC,Wolf-Williams,73,+2 laps,0
11,2,Clay Regazzoni,REG,Ferrari,72,+3 laps,0
12,26,Jacques Laffite,LAF,Ligier Matra,72,+3 laps,0
13,37,Larry Perkins,PER,Boro Ford,72,+3 laps,0
NC,12,Jochen Mass,MAS,McLaren Ford,65,DNF,0
NC,17,Jean-Pierre Jarier,JAR,Shadow Ford,61,DNF,0
NC,3,Jody Scheckter,SCH,Tyrrell Ford,53,DNF,0
NC,28,John Watson,WAT,Penske Ford,51,DNF,0
NC,35,Arturo Merzario,MER,March Ford,36,DNF,0
NC,5,Mario Andretti,AND,Lotus Ford,34,DNF,0
NC,4,Patrick Depailler,DEP,Tyrrell Ford,25,DNF,0
NC,9,Vittorio Brambilla,BRA,March Ford,21,DNF,0
NC,34,Hans-Joachim Stuck,STU,March Ford,16,DNF,0
NC,10,Ronnie Peterson,PET,March Ford,11,DNF,0
NC,30,Emerson Fittipaldi,FIT,Fittipaldi Ford,3,DNF,0
