Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,11,James Hunt,HUN,McLaren Ford,54,1:40:58.600,9
2,4,Patrick Depailler,DEP,Tyrrell Ford,54,+12.700s,6
3,28,John Watson,WAT,Penske Ford,54,+23.550s,4
4,8,Carlos Pace,PAC,Brabham Alfa Romeo,54,+24.820s,3
5,5,Mario Andretti,AND,Lotus Ford,54,+43.920s,2
6,3,Jody Scheckter,SCH,Tyrrell Ford,54,+55.070s,1
7,34,Hans-Joachim Stuck,STU,March Ford,54,+81.550s,0
8,16,Tom Pryce,PRY,Shadow Ford,54,+90.670s,0
9,35,Arturo Merzario,MER,March Ford,54,+113.570s,0
10,20,Jacky Ickx,ICK,Wolf-Williams,53,+1 lap,0
11,7,Carlos Reutemann,REU,Brabham Alfa Romeo,53,+1 lap,0
12,17,Jean-Pierre Jarier,JAR,Shadow Ford,53,+1 lap,0
13,21,Michel Leclere,LEC,Wolf-Williams,53,+1 lap,0
14,26,Jacques Laffite,LAF,Ligier Matra,53,+1 lap,0
15,12,Jochen Mass,MAS,McLaren Ford,53,+1 lap,0
16,18,Brett Lunger,LUN,Surtees Ford,53,+1 lap,0
17,25,Guy Edwards,EDW,Hesketh Ford,53,+1 lap,0
18,22,Patrick Neve,NEV,Ensign Ford,53,+1 lap,0
19,10,Ronnie Peterson,PET,March Ford,51,DNF,0
NC,19,Alan Jones,JON,Surtees Ford,44,DNF,0
NC,9,Vittorio Brambilla,BRA,March Ford,28,DNF,0
NC,30,Emerson Fittipaldi,FIT,Fittipaldi Ford,21,DNF,0
NC,38,Henri Pescarolo,PES,Surtees Ford,19,DNF,0
NC,2,Clay Regazzoni,REG,Ferrari,17,DNF,0
NC,1,Niki Lauda,LAU,Ferrari,8,DNF,0
NC,6,Gunnar Nilsson,NIL,Lotus Ford,8,DNF,0
NC,24,Harald Ertl,ERT,Hesketh Ford,4,DNF,0
