Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
DQ,11,James Hunt,HUN,McLaren Ford,76,DSQ,0
1,1,Niki Lauda,LAU,Ferrari,76,1:44:19.660,9
2,3,Jody Scheckter,SCH,Tyrrell Ford,76,+16.180s,6
3,28,John Watson,WAT,Penske Ford,75,+1 lap,4
4,16,Tom Pryce,PRY,Shadow Ford,75,+1 lap,3
5,19,Alan Jones,JON,Surtees Ford,75,+1 lap,2
6,30,Emerson Fittipaldi,FIT,Fittipaldi Ford,74,+2 laps,1
7,24,Harald Ertl,ERT,Hesketh Ford,73,+3 laps,0
8,8,Carlos Pace,PAC,Brabham Alfa Romeo,73,+3 laps,0
9,17,Jean-Pierre Jarier,JAR,Shadow Ford,70,+6 laps,0
NC,6,Gunnar Nilsson,NIL,Lotus Ford,67,DNF,0
NC,10,Ronnie Peterson,PET,March Ford,60,DNF,0
NC,18,Brett Lunger,LUN,Surtees Ford,55,DNF,0
NC,4,Patrick Depailler,DEP,Tyrrell Ford,47,DNF,0
NC,7,Carlos Reutemann,REU,Brabham Alfa Romeo,46,DNF,0
NC,35,Arturo Merzario,MER,March Ford,39,DNF,0
NC,2,Clay Regazzoni,REG,Ferrari,36,DNF,0
NC,26,Jacques Laffite,LAF,Ligier Matra,31,DNF,0
NC,32,Bob Evans,EVA,Brabham Alfa Romeo,31,DNF,0
NC,9,Vittorio Brambilla,BRA,March Ford,22,DNF,0
NC,38,Henri Pescarolo,PES,Surtees Ford,16,DNF,0
NC,22,Chris Amon,AMO,Ensign Ford,8,DNF,0
NC,5,Mario Andretti,AND,Lotus Ford,4,DNF,0
NC,12,Jochen Mass,MAS,McLaren Ford,1,DNF,0
NC,34,Hans-Joachim Stuck,STU,March Ford,0,DNF,0
NC,25,Guy Edwards,EDW,Hesketh Ford,0,DNF,0
