Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,10,Ronnie Peterson,PET,March Ford,52,1:30:35.600,9
2,2,Clay Regazzoni,REG,Ferrari,52,+2.300s,6
3,26,Jacques Laffite,LAF,Ligier Matra,52,+3.000s,4
4,1,Niki Lauda,LAU,Ferrari,52,+19.400s,3
5,3,Jody Scheckter,SCH,Tyrrell Ford,52,+19.500s,2
6,4,Patrick Depailler,DEP,Tyrrell Ford,52,+35.700s,1
7,9,Vittorio Brambilla,BRA,March Ford,52,+43.900s,0
8,16,Tom Pryce,PRY,Shadow Ford,52,+52.900s,0
9,35,Carlos Reutemann,REU,Ferrari,52,+57.500s,0
10,22,Jacky Ickx,ICK,Ensign Ford,52,+72.400s,0
11,28,John Watson,WAT,Penske Ford,52,+102.200s,0
12,19,Alan Jones,JON,Surtees Ford,51,+1 lap,0
13,6,Gunnar Nilsson,NIL,Lotus Ford,51,+1 lap,0
14,18,Brett Lunger,LUN,Surtees Ford,50,+2 laps,0
15,30,Emerson Fittipaldi,FIT,Fittipaldi Ford,50,+2 laps,0
16,24,Harald Ertl,ERT,Hesketh Ford,49,DNF,0
17,38,Henri Pescarolo,PES,Surtees Ford,49,+3 laps,0
18,37,Alessandro Pesenti-Rossi,PES,Tyrrell Ford,49,+3 laps,0
19,17,Jean-Pierre Jarier,JAR,Shadow Ford,47,+5 laps,0
NC,7,Rolf Stommelen,STO,Brabham Alfa Romeo,41,DNF,0
NC,34,Hans-Joachim Stuck,STU,March Ford,23,DNF,0
NC,5,Mario Andretti,AND,Lotus Ford,23,DNF,0
NC,11,James Hunt,HUN,McLaren Ford,11,DNF,0
NC,40,Larry Perkins,PER,Boro Ford,8,DNF,0
NC,8,Carlos Pace,PAC,Brabham Alfa Romeo,4,DNF,0
NC,12,Jochen Mass,MAS,McLaren Ford,2,DNF,0
