Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Michael Schumacher,MSC,Benetton Renault,65,1:34:20.507,10
2,2,Johnny Herbert,HER,Benetton Renault,65,+51.988s,6
3,28,Gerhard Berger,BER,Ferrari,65,+65.237s,4
4,5,Damon Hill,HIL,Williams Renault,65,+121.749s,3
5,15,Eddie Irvine,IRV,Jordan Peugeot,64,+1 lap,2
6,26,Olivier Panis,PAN,Ligier Mugen Honda,64,+1 lap,1
7,14,Rubens Barrichello,BAR,Jordan Peugeot,64,+1 lap,0
8,30,Heinz-Harald Frentzen,FRE,Sauber Ford,64,+1 lap,0
9,25,Martin Brundle,BRU,Ligier Mugen Honda,64,+1 lap,0
10,4,Mika Salo,SAL,Tyrrell Yamaha,64,+1 lap,0
11,9,Gianni Morbidelli,MOR,Footwork Hart,63,+2 laps,0
12,12,Jos Verstappen,VER,Simtek Ford,63,+2 laps,0
13,29,Karl Wendlinger,WEN,Sauber Ford,63,+2 laps,0
14,23,Pierluigi Martini,MAR,Minardi Ford,62,+3 laps,0
15,11,Domenico Schiattarella,SCH,Simtek Ford,61,+4 laps,0
NC,3,Ukyo Katayama,KAT,Tyrrell Yamaha,56,DNF,0
NC,6,David Coulthard,COU,Williams Renault,54,DNF,0
NC,8,Mika Hakkinen,HAK,McLaren Mercedes,53,DNF,0
NC,10,Taki Inoue,INO,Footwork Hart,43,DNF,0
NC,16,Bertrand Gachot,GAC,Pacific Ilmor,43,DNF,0
NC,22,Roberto Moreno,MOR,Forti Ford,39,DNF,0
NC,27,Jean Alesi,ALE,Ferrari,25,DNF,0
NC,24,Luca Badoer,BAD,Minardi Ford,21,DNF,0
NC,7,Nigel Mansell,MAN,McLaren Mercedes,18,DNF,0
NC,21,Pedro Diniz,DIN,Forti Ford,17,DNF,0
NC,17,Andrea Montermini,MON,Pacific Ilmor,0,DNF,0
