Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,6,David Coulthard,COU,Williams Renault,71,1:41:52.145,10
2,1,Michael Schumacher,MSC,Benetton Renault,71,+7.248s,6
3,5,Damon Hill,HIL,Williams Renault,71,+22.121s,4
4,28,Gerhard Berger,BER,Ferrari,71,+84.879s,3
5,27,Jean Alesi,ALE,Ferrari,71,+85.429s,2
6,30,Heinz-Harald Frentzen,FRE,Sauber Ford,70,+1 lap,1
7,2,Johnny Herbert,HER,Benetton Renault,70,+1 lap,0
8,25,Martin Brundle,BRU,Ligier Mugen Honda,70,+1 lap,0
9,7,Mark Blundell,BLU,McLaren Mercedes,70,+1 lap,0
10,15,Eddie Irvine,IRV,Jordan Peugeot,70,+1 lap,0
11,14,Rubens Barrichello,BAR,Jordan Peugeot,70,+1 lap,0
12,29,Jean-Christophe Boullion,BOU,Sauber Ford,70,+1 lap,0
13,4,Mika Salo,SAL,Tyrrell Yamaha,69,+2 laps,0
14,24,Luca Badoer,BAD,Minardi Ford,68,+3 laps,0
15,10,Taki Inoue,INO,Footwork Hart,68,+3 laps,0
16,21,Pedro Diniz,DIN,Forti Ford,66,+5 laps,0
17,22,Roberto Moreno,MOR,Forti Ford,64,+7 laps,0
NC,17,Andrea Montermini,MON,Pacific Ilmor,53,DNF,0
NC,8,Mika Hakkinen,HAK,McLaren Mercedes,44,DNF,0
NC,16,Jean-Denis Deletraz,DEL,Pacific Ilmor,14,DNF,0
NC,26,Olivier Panis,PAN,Ligier Mugen Honda,10,DNF,0
NC,23,Pedro Lamy,LAM,Minardi Ford,7,DNF,0
