Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,5,Damon Hill,HIL,Williams Renault,77,1:46:25.721,10
2,6,David Coulthard,COU,Williams Renault,77,+33.398s,6
3,28,Gerhard Berger,BER,Ferrari,76,+1 lap,4
4,2,Johnny Herbert,HER,Benetton Renault,76,+1 lap,3
5,30,Heinz-Harald Frentzen,FRE,Sauber Ford,76,+1 lap,2
6,26,Olivier Panis,PAN,Ligier Mugen Honda,76,+1 lap,1
7,14,Rubens Barrichello,BAR,Jordan Peugeot,76,+1 lap,0
8,24,Luca Badoer,BAD,Minardi Ford,75,+2 laps,0
9,23,Pedro Lamy,LAM,Minardi Ford,74,+3 laps,0
10,29,Jean-Christophe Boullion,BOU,Sauber Ford,74,+3 laps,0
11,1,Michael Schumacher,MSC,Benetton Renault,73,DNF,0
12,17,Andrea Montermini,MON,Pacific Ilmor,73,+4 laps,0
13,15,Eddie Irvine,IRV,Jordan Peugeot,70,DNF,0
NC,25,Martin Brundle,BRU,Ligier Mugen Honda,67,DNF,0
NC,4,Mika Salo,SAL,Tyrrell Yamaha,58,DNF,0
NC,7,Mark Blundell,BLU,McLaren Mercedes,54,DNF,0
NC,3,Ukyo Katayama,KAT,Tyrrell Yamaha,46,DNF,0
NC,9,Massimiliano Papis,PAP,Footwork Hart,45,DNF,0
NC,27,Jean Alesi,ALE,Ferrari,42,DNF,0
NC,21,Pedro Diniz,DIN,Forti Ford,32,DNF,0
NC,10,Taki Inoue,INO,Footwork Hart,13,DNF,0
NC,22,Roberto Moreno,MOR,Forti Ford,8,DNF,0
NC,16,Giovanni Lavaggi,LAV,Pacific Ilmor,5,DNF,0
NC,8,Mika Hakkinen,HAK,McLaren Mercedes,3,DNF,0
