Position,Driver Number,Driver,Driver Abbreviation,Car,Time,Laps
1,3,Michael Schumacher,MSC,Ferrari,1:19.475,12
2,6,Jarno Trulli,TRU,Jordan Mugen Honda,1:19.746,11
3,2,David Coulthard,COU,McLaren Mercedes,1:19.888,12
4,5,Heinz-Harald Frentzen,FRE,Jordan Mugen Honda,1:19.961,11
5,1,Mika Hakkinen,HAK,McLaren Mercedes,1:20.241,11
6,4,Rubens Barrichello,BAR,Ferrari,1:20.416,12
7,14,Jean Alesi,ALE,Prost Peugeot,1:20.494,11
8,11,Giancarlo Fisichella,FIS,Benetton Playlife,1:20.703,12
9,9,Ralf Schumacher,RSC,Williams BMW,1:20.742,11
10,7,Eddie Irvine,IRV,Jaguar Cosworth,1:20.743,11
11,8,Johnny Herbert,HER,Jaguar Cosworth,1:20.792,12
12,12,Alexander Wurz,WUR,Benetton Playlife,1:20.871,11
13,17,Mika Salo,SAL,Sauber Petronas,1:21.561,11
14,10,Jenson Button,BUT,Williams BMW,1:21.605,12
15,19,Jos Verstappen,VER,Arrows Supertec,1:21.738,12
16,18,Pedro de la Rosa,DLR,Arrows Supertec,1:21.832,10
17,22,Jacques Villeneuve,VIL,BAR Honda,1:21.848,9
18,15,Nick Heidfeld,HEI,Prost Peugeot,1:22.017,12
19,16,Pedro Diniz,DIN,Sauber Petronas,1:22.136,12
20,23,Ricardo Zonta,ZON,BAR Honda,1:22.324,12
21,20,Marc Gene,GEN,Minardi Fondmetal,1:23.721,12
22,21,Gaston Mazzacane,MAZ,Minardi Fondmetal,1:23.794,11
