Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Michael Schumacher,MSC,Ferrari,65,1:30:29.981,10
2,6,Juan Pablo Montoya,MOY,Williams BMW,65,+35.630s,6
3,3,David Coulthard,COU,McLaren Mercedes,65,+42.623s,4
4,7,Nick Heidfeld,HEI,Sauber Petronas,65,+66.697s,3
5,8,Felipe Massa,MAS,Sauber Petronas,65,+78.973s,2
6,20,Heinz-Harald Frentzen,FRE,Arrows Cosworth,65,+80.430s,1
7,11,Jacques Villeneuve,VIL,BAR Honda,64,+1 lap,0
8,25,Allan McNish,MCN,Toyota,64,+1 lap,0
9,24,Mika Salo,SAL,Toyota,64,+1 lap,0
10,14,Jarno Trulli,TRU,Renault,63,DNF,0
11,5,Ralf Schumacher,RSC,Williams BMW,63,DNF,0
12,15,Jenson Button,BUT,Renault,60,DNF,0
NC,12,Olivier Panis,PAN,BAR Honda,43,DNF,0
NC,16,Eddie Irvine,IRV,Jaguar Cosworth,41,DNF,0
NC,21,Enrique Bernoldi,BER,Arrows Cosworth,40,DNF,0
NC,10,Takuma Sato,SAT,Jordan Honda,10,DNF,0
NC,9,Giancarlo Fisichella,FIS,Jordan Honda,5,DNF,0
NC,4,Kimi Räikkönen,RAI,McLaren Mercedes,4,DNF,0
NC,17,Pedro de la Rosa,DLR,Jaguar Cosworth,2,DNF,0
NC,2,Rubens Barrichello,BAR,Ferrari,0,DNF,0
