Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Michael Schumacher,MSC,Ferrari,70,1:33:36.111,10
2,3,David Coulthard,COU,McLaren Mercedes,70,+1.132s,6
3,2,Rubens Barrichello,BAR,Ferrari,70,+7.082s,4
4,4,Kimi Räikkönen,RAI,McLaren Mercedes,70,+37.563s,3
5,9,Giancarlo Fisichella,FIS,Jordan Honda,70,+42.812s,2
6,14,Jarno Trulli,TRU,Renault,70,+48.947s,1
7,5,Ralf Schumacher,RSC,Williams BMW,70,+51.518s,0
8,12,Olivier Panis,PAN,BAR Honda,69,+1 lap,0
9,8,Felipe Massa,MAS,Sauber Petronas,69,+1 lap,0
10,10,Takuma Sato,SAT,Jordan Honda,69,+1 lap,0
11,23,Mark Webber,WEB,Minardi Asiatech,69,+1 lap,0
12,7,Nick Heidfeld,HEI,Sauber Petronas,69,+1 lap,0
13,20,Heinz-Harald Frentzen,FRE,Arrows Cosworth,69,+1 lap,0
14,22,Alex Yoong,YOO,Minardi Asiatech,68,+2 laps,0
15,15,Jenson Button,BUT,Renault,65,DNF,0
NC,6,Juan Pablo Montoya,MOY,Williams BMW,56,DNF,0
NC,25,Allan McNish,MCN,Toyota,45,DNF,0
NC,16,Eddie Irvine,IRV,Jaguar Cosworth,41,DNF,0
NC,24,Mika Salo,SAL,Toyota,41,DNF,0
NC,17,Pedro de la Rosa,DLR,Jaguar Cosworth,29,DNF,0
NC,21,Enrique Bernoldi,BER,Arrows Cosworth,16,DNF,0
NC,11,Jacques Villeneuve,VIL,BAR Honda,8,DNF,0
