Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,2,Rubens Barrichello,BAR,Ferrari,60,1:35:07.426,10
2,1,Michael Schumacher,MSC,Ferrari,60,+0.294s,6
3,4,Kimi Räikkönen,RAI,McLaren Mercedes,60,+46.435s,4
4,5,Ralf Schumacher,RSC,Williams BMW,60,+66.963s,3
5,15,Jenson Button,BUT,Renault,60,+76.943s,2
6,8,Felipe Massa,MAS,Sauber Petronas,59,+1 lap,1
7,7,Nick Heidfeld,HEI,Sauber Petronas,59,+1 lap,0
8,14,Jarno Trulli,TRU,Renault,59,+1 lap,0
9,12,Olivier Panis,PAN,BAR Honda,59,+1 lap,0
10,21,Enrique Bernoldi,BER,Arrows Cosworth,59,+1 lap,0
11,17,Pedro de la Rosa,DLR,Jaguar Cosworth,59,+1 lap,0
12,11,Jacques Villeneuve,VIL,BAR Honda,59,+1 lap,0
13,20,Heinz-Harald Frentzen,FRE,Arrows Cosworth,59,+1 lap,0
14,25,Allan McNish,MCN,Toyota,59,+1 lap,0
15,23,Mark Webber,WEB,Minardi Asiatech,58,+2 laps,0
16,10,Takuma Sato,SAT,Jordan Honda,58,+2 laps,0
NC,24,Mika Salo,SAL,Toyota,51,DNF,0
NC,22,Alex Yoong,YOO,Minardi Asiatech,48,DNF,0
NC,16,Eddie Irvine,IRV,Jaguar Cosworth,41,DNF,0
NC,6,Juan Pablo Montoya,MOY,Williams BMW,27,DNF,0
NC,3,David Coulthard,COU,McLaren Mercedes,27,DNF,0
NC,9,Giancarlo Fisichella,FIS,Jordan Honda,26,DNF,0
