Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Michael Schumacher,MSC,Ferrari,67,1:27:52.078,10
2,6,Juan Pablo Montoya,MOY,Williams BMW,67,+10.503s,6
3,5,Ralf Schumacher,RSC,Williams BMW,67,+14.466s,4
4,2,Rubens Barrichello,BAR,Ferrari,67,+23.195s,3
5,3,David Coulthard,COU,McLaren Mercedes,66,+1 lap,2
6,7,Nick Heidfeld,HEI,Sauber Petronas,66,+1 lap,1
7,8,Felipe Massa,MAS,Sauber Petronas,66,+1 lap,0
8,10,Takuma Sato,SAT,Jordan Honda,66,+1 lap,0
9,24,Mika Salo,SAL,Toyota,66,+1 lap,0
NC,9,Giancarlo Fisichella,FIS,Jordan Honda,59,DNF,0
NC,4,Kimi Räikkönen,RAI,McLaren Mercedes,59,DNF,0
NC,16,Eddie Irvine,IRV,Jaguar Cosworth,57,DNF,0
NC,21,Enrique Bernoldi,BER,Arrows Cosworth,48,DNF,0
NC,12,Olivier Panis,PAN,BAR Honda,39,DNF,0
NC,14,Jarno Trulli,TRU,Renault,36,DNF,0
NC,11,Jacques Villeneuve,VIL,BAR Honda,27,DNF,0
NC,15,Jenson Button,BUT,Renault,24,DNF,0
NC,25,Allan McNish,MCN,Toyota,23,DNF,0
NC,23,Mark Webber,WEB,Minardi Asiatech,23,DNF,0
NC,20,Heinz-Harald Frentzen,FRE,Arrows Cosworth,18,DNF,0
NC,17,Pedro de la Rosa,DLR,Jaguar Cosworth,0,DNF,0
