Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,5,Ralf Schumacher,RSC,Williams BMW,56,1:34:12.912,10
2,6,Juan Pablo Montoya,MOY,Williams BMW,56,+39.700s,6
3,1,Michael Schumacher,MSC,Ferrari,56,+61.795s,4
4,15,Jenson Button,BUT,Renault,56,+69.767s,3
5,7,Nick Heidfeld,HEI,Sauber Petronas,55,+1 lap,2
6,8,Felipe Massa,MAS,Sauber Petronas,55,+1 lap,1
7,25,Allan McNish,MCN,Toyota,55,+1 lap,0
8,11,Jacques Villeneuve,VIL,BAR Honda,55,+1 lap,0
9,10,Takuma Sato,SAT,Jordan Honda,54,+2 laps,0
10,17,Pedro de la Rosa,DLR,Jaguar Cosworth,54,+2 laps,0
11,20,Heinz-Harald Frentzen,FRE,Arrows Cosworth,54,+2 laps,0
12,24,Mika Salo,SAL,Toyota,53,+3 laps,0
13,9,Giancarlo Fisichella,FIS,Jordan Honda,53,+3 laps,0
NC,2,Rubens Barrichello,BAR,Ferrari,39,DNF,0
NC,23,Mark Webber,WEB,Minardi Asiatech,34,DNF,0
NC,16,Eddie Irvine,IRV,Jaguar Cosworth,30,DNF,0
NC,22,Alex Yoong,YOO,Minardi Asiatech,29,DNF,0
NC,4,Kimi Räikkönen,RAI,McLaren Mercedes,24,DNF,0
NC,21,Enrique Bernoldi,BER,Arrows Cosworth,20,DNF,0
NC,3,David Coulthard,COU,McLaren Mercedes,15,DNF,0
NC,12,Olivier Panis,PAN,BAR Honda,9,DNF,0
NC,14,Jarno Trulli,TRU,Renault,9,DNF,0
