Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Mika Hakkinen,HAK,McLaren Mercedes,53,1:31:18.785,10
2,3,Michael Schumacher,MSC,Ferrari,53,+5.015s,6
3,4,Eddie Irvine,IRV,Ferrari,53,+95.688s,4
4,8,Heinz-Harald Frentzen,FRE,Jordan Mugen Honda,53,+98.635s,3
5,6,Ralf Schumacher,RSC,Williams Supertec,53,+99.494s,2
6,11,Jean Alesi,ALE,Sauber Petronas,52,+1 lap,1
7,17,Johnny Herbert,HER,Stewart Ford,52,+1 lap,0
8,16,Rubens Barrichello,BAR,Stewart Ford,52,+1 lap,0
9,22,Jacques Villeneuve,VIL,BAR Supertec,52,+1 lap,0
10,10,Alexander Wurz,WUR,Benetton Playlife,52,+1 lap,0
11,12,Pedro Diniz,DIN,Sauber Petronas,52,+1 lap,0
12,23,Ricardo Zonta,ZON,BAR Supertec,52,+1 lap,0
13,14,Pedro de la Rosa,DLR,Arrows,51,+2 laps,0
14,9,Giancarlo Fisichella,FIS,Benetton Playlife,47,DNF,0
NC,15,Toranosuke Takagi,TAK,Arrows,43,DNF,0
NC,20,Luca Badoer,BAD,Minardi Ford,43,DNF,0
NC,2,David Coulthard,COU,McLaren Mercedes,39,DNF,0
NC,21,Marc Gene,GEN,Minardi Ford,31,DNF,0
NC,7,Damon Hill,HIL,Jordan Mugen Honda,21,DNF,0
NC,18,Olivier Panis,PAN,Prost Peugeot,19,DNF,0
NC,19,Jarno Trulli,TRU,Prost Peugeot,3,DNF,0
NC,5,Alessandro Zanardi,ZAN,Williams Supertec,0,DNF,0
