Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Mika Hakkinen,HAK,McLaren Mercedes,77,1:46:23.536,10
2,2,David Coulthard,COU,McLaren Mercedes,77,+9.706s,6
3,4,Eddie Irvine,IRV,Ferrari,77,+27.228s,4
4,8,Heinz-Harald Frentzen,FRE,Jordan Mugen Honda,77,+31.815s,3
5,16,Rubens Barrichello,BAR,Stewart Ford,77,+43.808s,2
6,7,Damon Hill,HIL,Jordan Mugen Honda,77,+55.726s,1
7,10,Alexander Wurz,WUR,Benetton Playlife,77,+61.012s,0
8,19,Jarno Trulli,TRU,Prost Peugeot,76,+1 lap,0
9,6,Ralf Schumacher,RSC,Williams Supertec,76,+1 lap,0
10,18,Olivier Panis,PAN,Prost Peugeot,76,+1 lap,0
11,17,Johnny Herbert,HER,Stewart Ford,76,+1 lap,0
12,3,Mika Salo,SAL,Ferrari,75,+2 laps,0
13,23,Ricardo Zonta,ZON,BAR Supertec,75,+2 laps,0
14,20,Luca Badoer,BAD,Minardi Ford,75,+2 laps,0
15,14,Pedro de la Rosa,DLR,Arrows,75,+2 laps,0
16,11,Jean Alesi,ALE,Sauber Petronas,74,DNF,0
17,21,Marc Gene,GEN,Minardi Ford,74,+3 laps,0
NC,22,Jacques Villeneuve,VIL,BAR Supertec,60,DNF,0
NC,9,Giancarlo Fisichella,FIS,Benetton Playlife,52,DNF,0
NC,15,Toranosuke Takagi,TAK,Arrows,26,DNF,0
NC,12,Pedro Diniz,DIN,Sauber Petronas,19,DNF,0
NC,5,Alessandro Zanardi,ZAN,Williams Supertec,10,DNF,0
