Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,2,David Coulthard,COU,McLaren Mercedes,60,1:32:30.144,10
2,4,Eddie Irvine,IRV,Ferrari,60,+1.829s,6
3,6,Ralf Schumacher,RSC,Williams Supertec,60,+27.411s,4
4,8,Heinz-Harald Frentzen,FRE,Jordan Mugen Honda,60,+27.789s,3
5,7,Damon Hill,HIL,Jordan Mugen Honda,60,+38.606s,2
6,12,Pedro Diniz,DIN,Sauber Petronas,60,+53.643s,1
7,9,Giancarlo Fisichella,FIS,Benetton Playlife,60,+54.614s,0
8,16,Rubens Barrichello,BAR,Stewart Ford,60,+68.590s,0
9,19,Jarno Trulli,TRU,Prost Peugeot,60,+72.045s,0
10,10,Alexander Wurz,WUR,Benetton Playlife,60,+72.123s,0
11,5,Alessandro Zanardi,ZAN,Williams Supertec,60,+77.124s,0
12,17,Johnny Herbert,HER,Stewart Ford,60,+77.709s,0
13,18,Olivier Panis,PAN,Prost Peugeot,60,+80.492s,0
14,11,Jean Alesi,ALE,Sauber Petronas,59,+1 lap,0
15,21,Marc Gene,GEN,Minardi Ford,58,+2 laps,0
16,15,Toranosuke Takagi,TAK,Arrows,58,+2 laps,0
NC,23,Ricardo Zonta,ZON,BAR Supertec,41,DNF,0
NC,1,Mika Hakkinen,HAK,McLaren Mercedes,35,DNF,0
NC,22,Jacques Villeneuve,VIL,BAR Supertec,29,DNF,0
NC,20,Luca Badoer,BAD,Minardi Ford,6,DNF,0
NC,14,Pedro de la Rosa,DLR,Arrows,0,DNF,0
