Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,3,Michael Schumacher,MSC,Ferrari,62,1:33:44.792,10
2,2,David Coulthard,COU,McLaren Mercedes,62,+4.265s,6
3,16,Rubens Barrichello,BAR,Stewart Ford,61,+1 lap,4
4,7,Damon Hill,HIL,Jordan Mugen Honda,61,+1 lap,3
5,9,Giancarlo Fisichella,FIS,Benetton Playlife,61,+1 lap,2
6,11,Jean Alesi,ALE,Sauber Petronas,61,+1 lap,1
7,23,Mika Salo,SAL,BAR Supertec,59,DNF,0
8,20,Luca Badoer,BAD,Minardi Ford,59,+3 laps,0
9,21,Marc Gene,GEN,Minardi Ford,59,+3 laps,0
10,17,Johnny Herbert,HER,Stewart Ford,58,DNF,0
11,5,Alessandro Zanardi,ZAN,Williams Supertec,58,DNF,0
NC,12,Pedro Diniz,DIN,Sauber Petronas,49,DNF,0
NC,18,Olivier Panis,PAN,Prost Peugeot,48,DNF,0
NC,4,Eddie Irvine,IRV,Ferrari,46,DNF,0
NC,8,Heinz-Harald Frentzen,FRE,Jordan Mugen Honda,46,DNF,0
NC,15,Toranosuke Takagi,TAK,Arrows,29,DNF,0
NC,6,Ralf Schumacher,RSC,Williams Supertec,28,DNF,0
NC,1,Mika Hakkinen,HAK,McLaren Mercedes,17,DNF,0
NC,14,Pedro de la Rosa,DLR,Arrows,5,DNF,0
NC,10,Alexander Wurz,WUR,Benetton Playlife,5,DNF,0
NC,22,Jacques Villeneuve,VIL,BAR Supertec,0,DNF,0
NC,19,Jarno Trulli,TRU,Prost Peugeot,0,DNF,0
