Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,6,Jacques Villeneuve,VIL,Williams Renault,61,1:33:00.874,10
2,4,Gerhard Berger,BER,Benetton Renault,61,+19.026s,6
3,7,Mika Hakkinen,HAK,McLaren Mercedes,61,+50.830s,4
4,11,Rubens Barrichello,BAR,Jordan Peugeot,61,+66.716s,3
5,8,David Coulthard,COU,McLaren Mercedes,61,+82.507s,2
6,12,Martin Brundle,BRU,Jordan Peugeot,60,+1 lap,1
7,19,Mika Salo,SAL,Tyrrell Yamaha,60,+1 lap,0
8,15,Heinz-Harald Frentzen,FRE,Sauber Ford,60,+1 lap,0
9,14,Johnny Herbert,HER,Sauber Ford,60,+1 lap,0
10,17,Jos Verstappen,VER,Footwork Hart,60,+1 lap,0
11,21,Giancarlo Fisichella,FIS,Minardi Ford,59,+2 laps,0
NC,3,Jean Alesi,ALE,Benetton Renault,44,DNF,0
NC,9,Olivier Panis,PAN,Ligier Mugen Honda,40,DNF,0
NC,10,Pedro Diniz,DIN,Ligier Mugen Honda,38,DNF,0
NC,5,Damon Hill,HIL,Williams Renault,26,DNF,0
NC,20,Pedro Lamy,LAM,Minardi Ford,21,DNF,0
NC,16,Ricardo Rosset,ROS,Footwork Hart,13,DNF,0
NC,18,Ukyo Katayama,KAT,Tyrrell Yamaha,12,DNF,0
NC,2,Eddie Irvine,IRV,Ferrari,5,DNF,0
NC,1,Michael Schumacher,MSC,Ferrari,3,DNF,0
