Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,5,Damon Hill,HIL,Williams Renault,72,1:54:55.322,10
2,6,Jacques Villeneuve,VIL,Williams Renault,72,+12.167s,6
3,3,Jean Alesi,ALE,Benetton Renault,72,+14.754s,4
4,11,Rubens Barrichello,BAR,Jordan Peugeot,72,+55.131s,3
5,2,Eddie Irvine,IRV,Ferrari,72,+64.991s,2
6,17,Jos Verstappen,VER,Footwork Hart,72,+68.913s,1
7,8,David Coulthard,COU,McLaren Mercedes,72,+73.400s,0
8,9,Olivier Panis,PAN,Ligier Mugen Honda,72,+74.295s,0
9,14,Johnny Herbert,HER,Sauber Ford,71,+1 lap,0
10,23,Andrea Montermini,MON,Forti Ford,69,+3 laps,0
NC,4,Gerhard Berger,BER,Benetton Renault,56,DNF,0
NC,1,Michael Schumacher,MSC,Ferrari,46,DNF,0
NC,20,Pedro Lamy,LAM,Minardi Ford,39,DNF,0
NC,19,Mika Salo,SAL,Tyrrell Yamaha,36,DNF,0
NC,12,Martin Brundle,BRU,Jordan Peugeot,34,DNF,0
NC,21,Tarso Marques,MAR,Minardi Ford,33,DNF,0
NC,15,Heinz-Harald Frentzen,FRE,Sauber Ford,32,DNF,0
NC,10,Pedro Diniz,DIN,Ligier Mugen Honda,29,DNF,0
NC,18,Ukyo Katayama,KAT,Tyrrell Yamaha,28,DNF,0
NC,16,Ricardo Rosset,ROS,Footwork Hart,24,DNF,0
NC,22,Luca Badoer,BAD,Forti Ford,24,DNF,0
NC,7,Mika Hakkinen,HAK,McLaren Mercedes,19,DNF,0
