Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,6,Jacques Villeneuve,VIL,Williams Renault,77,1:46:21.134,10
2,5,Damon Hill,HIL,Williams Renault,77,+0.771s,6
3,3,Jean Alesi,ALE,Benetton Renault,77,+84.212s,4
4,7,Mika Hakkinen,HAK,McLaren Mercedes,76,+1 lap,3
5,9,Olivier Panis,PAN,Ligier Mugen Honda,76,+1 lap,2
6,11,Rubens Barrichello,BAR,Jordan Peugeot,75,+2 laps,1
7,18,Ukyo Katayama,KAT,Tyrrell Yamaha,74,+3 laps,0
8,16,Ricardo Rosset,ROS,Footwork Hart,74,+3 laps,0
9,1,Michael Schumacher,MSC,Ferrari,70,DNF,0
10,21,Giovanni Lavaggi,LAV,Minardi Ford,69,DNF,0
NC,4,Gerhard Berger,BER,Benetton Renault,64,DNF,0
NC,15,Heinz-Harald Frentzen,FRE,Sauber Ford,50,DNF,0
NC,14,Johnny Herbert,HER,Sauber Ford,35,DNF,0
NC,2,Eddie Irvine,IRV,Ferrari,31,DNF,0
NC,20,Pedro Lamy,LAM,Minardi Ford,24,DNF,0
NC,8,David Coulthard,COU,McLaren Mercedes,23,DNF,0
NC,17,Jos Verstappen,VER,Footwork Hart,10,DNF,0
NC,12,Martin Brundle,BRU,Jordan Peugeot,5,DNF,0
NC,10,Pedro Diniz,DIN,Ligier Mugen Honda,1,DNF,0
NC,19,Mika Salo,SAL,Tyrrell Yamaha,0,DNF,0
