Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,9,Olivier Panis,PAN,Ligier Mugen Honda,75,2:00:45.629,10
2,8,David Coulthard,COU,McLaren Mercedes,75,+4.828s,6
3,14,Johnny Herbert,HER,Sauber Ford,75,+37.503s,4
4,15,Heinz-Harald Frentzen,FRE,Sauber Ford,74,DNF,3
5,19,Mika Salo,SAL,Tyrrell Yamaha,70,DNF,2
6,7,Mika Hakkinen,HAK,McLaren Mercedes,70,DNF,1
7,2,Eddie Irvine,IRV,Ferrari,68,DNF,0
NC,6,Jacques Villeneuve,VIL,Williams Renault,66,DNF,0
NC,3,Jean Alesi,ALE,Benetton Renault,60,DNF,0
NC,22,Luca Badoer,BAD,Forti Ford,60,DNF,0
NC,5,Damon Hill,HIL,Williams Renault,40,DNF,0
NC,12,Martin Brundle,BRU,Jordan Peugeot,30,DNF,0
NC,4,Gerhard Berger,BER,Benetton Renault,9,DNF,0
NC,10,Pedro Diniz,DIN,Ligier Mugen Honda,5,DNF,0
NC,16,Ricardo Rosset,ROS,Footwork Hart,3,DNF,0
NC,18,Ukyo Katayama,KAT,Tyrrell Yamaha,2,DNF,0
NC,1,Michael Schumacher,MSC,Ferrari,0,DNF,0
NC,17,Jos Verstappen,VER,Footwork Hart,0,DNF,0
NC,11,Rubens Barrichello,BAR,Jordan Peugeot,0,DNF,0
NC,20,Pedro Lamy,LAM,Minardi Ford,0,DNF,0
NC,21,Giancarlo Fisichella,FIS,Minardi Ford,0,DNF,0
