Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,5,Damon Hill,HIL,Williams Renault,58,1:32:50.491,10
2,6,Jacques Villeneuve,VIL,Williams Renault,58,+38.020s,6
3,2,Eddie Irvine,IRV,Ferrari,58,+62.571s,4
4,4,Gerhard Berger,BER,Benetton Renault,58,+77.037s,3
5,7,Mika Hakkinen,HAK,McLaren Mercedes,58,+95.071s,2
6,19,Mika Salo,SAL,Tyrrell Yamaha,57,+1 lap,1
7,9,Olivier Panis,PAN,Ligier Mugen Honda,57,+1 lap,0
8,15,Heinz-Harald Frentzen,FRE,Sauber Ford,57,+1 lap,0
9,16,Ricardo Rosset,ROS,Footwork Hart,56,+2 laps,0
10,10,Pedro Diniz,DIN,Ligier Mugen Honda,56,+2 laps,0
11,18,Ukyo Katayama,KAT,Tyrrell Yamaha,55,+3 laps,0
NC,20,Pedro Lamy,LAM,Minardi Ford,42,DNF,0
NC,1,Michael Schumacher,MSC,Ferrari,32,DNF,0
NC,21,Giancarlo Fisichella,FIS,Minardi Ford,32,DNF,0
NC,11,Rubens Barrichello,BAR,Jordan Peugeot,29,DNF,0
NC,8,David Coulthard,COU,McLaren Mercedes,24,DNF,0
NC,17,Jos Verstappen,VER,Footwork Hart,15,DNF,0
NC,3,Jean Alesi,ALE,Benetton Renault,9,DNF,0
NC,12,Martin Brundle,BRU,Jordan Peugeot,1,DNF,0
