Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,5,Bruce McLaren,MCL,McLaren Ford,28,1:40:02.100,9
2,11,Pedro Rodriguez,ROD,BRM,28,+12.100s,6
3,23,Jacky Ickx,ICK,Ferrari,28,+39.600s,4
4,7,Jackie Stewart,STE,Matra Ford,27,+1 lap,3
5,2,Jackie Oliver,OLI,Lotus Ford,26,DNF,2
6,15,Lucien Bianchi,BIA,Cooper BRM,26,+2 laps,1
7,3,Jo Siffert,SIF,Lotus Ford,25,DNF,0
8,10,Jean-Pierre Beltoise,BEL,Matra,25,+3 laps,0
NC,14,Piers Courage,COU,BRM,22,DNF,0
NC,6,Denny Hulme,HUL,McLaren Ford,18,DNF,0
NC,20,John Surtees,SUR,Honda,11,DNF,0
NC,22,Chris Amon,AMO,Ferrari,8,DNF,0
NC,12,Richard Attwood,ATT,BRM,6,DNF,0
NC,18,Jack Brabham,BRA,Brabham Repco,6,DNF,0
NC,16,Brian Redman,RED,Cooper BRM,6,DNF,0
NC,19,Jochen Rindt,RIN,Brabham Repco,5,DNF,0
NC,1,Graham Hill,HIL,Lotus Ford,5,DNF,0
NC,17,Jo Bonnier,BON,Mclaren BRM,1,DNF,0
