Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,10,Graham Hill,HIL,Lotus Ford,65,1:56:43.950,9
2,2,Bruce McLaren,MCL,McLaren Ford,65,+79.320s,6
3,11,Jackie Oliver,OLI,Lotus Ford,65,+100.650s,4
4,8,Pedro Rodriguez,ROD,BRM,65,+101.090s,3
5,17,Jo Bonnier,BON,Honda,64,+1 lap,2
6,16,Jo Siffert,SIF,Lotus Ford,64,+1 lap,1
7,15,Jackie Stewart,STE,Matra Ford,64,+1 lap,0
8,18,Vic Elford,ELF,Cooper BRM,63,+2 laps,0
9,9,Henri Pescarolo,PES,Matra,62,+3 laps,0
10,3,Jack Brabham,BRA,Brabham Repco,59,DNF,0
NC,23,Johnny Servoz-Gavin,SER,Matra Ford,57,DNF,0
NC,14,Dan Gurney,GUR,McLaren Ford,28,DNF,0
NC,22,Piers Courage,COU,BRM,25,DNF,0
NC,19,Lucien Bianchi,BIA,Cooper BRM,21,DNF,0
NC,5,John Surtees,SUR,Honda,17,DNF,0
NC,6,Chris Amon,AMO,Ferrari,16,DNF,0
NC,12,Moises Solana,SOL,Lotus Ford,14,DNF,0
NC,21,Jean-Pierre Beltoise,BEL,Matra,10,DNF,0
NC,1,Denny Hulme,HUL,McLaren Ford,10,DNF,0
NC,7,Jacky Ickx,ICK,Ferrari,3,DNF,0
NC,4,Jochen Rindt,RIN,Brabham Repco,2,DNF,0
