Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,6,Jackie Stewart,STE,Matra Ford,14,2:19:03.200,9
2,3,Graham Hill,HIL,Lotus Ford,14,+243.200s,6
3,5,Jochen Rindt,RIN,Brabham Repco,14,+249.400s,4
4,9,Jacky Ickx,ICK,Ferrari,14,+355.200s,3
5,4,Jack Brabham,BRA,Brabham Repco,14,+381.100s,2
6,10,Pedro Rodriguez,ROD,BRM,14,+385.000s,1
7,1,Denny Hulme,HUL,McLaren Ford,14,+391.000s,0
8,22,Piers Courage,COU,BRM,14,+476.400s,0
9,14,Dan Gurney,GUR,Eagle Weslake,14,+493.700s,0
10,18,Hubert Hahne,HAH,Lola BMW,14,+611.400s,0
11,21,Jackie Oliver,OLI,Lotus Ford,13,+1 lap,0
12,17,Kurt Ahrens,AHR,Brabham Repco,13,+1 lap,0
13,2,Bruce McLaren,MCL,McLaren Ford,13,+1 lap,0
14,11,Richard Attwood,ATT,BRM,13,+1 lap,0
NC,8,Chris Amon,AMO,Ferrari,11,DNF,0
NC,12,Jean-Pierre Beltoise,BEL,Matra,8,DNF,0
NC,19,Lucien Bianchi,BIA,Cooper BRM,6,DNF,0
NC,16,Jo Siffert,SIF,Lotus Ford,6,DNF,0
NC,7,John Surtees,SUR,Honda,3,DNF,0
NC,20,Vic Elford,ELF,Cooper BRM,0,DNF,0
