Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,15,Jackie Stewart,STE,Matra Ford,108,1:59:20.290,9
2,10,Graham Hill,HIL,Lotus Ford,108,+24.680s,6
3,5,John Surtees,SUR,Honda,107,+1 lap,4
4,14,Dan Gurney,GUR,McLaren Ford,107,+1 lap,3
5,16,Jo Siffert,SIF,Lotus Ford,105,+3 laps,2
6,2,Bruce McLaren,MCL,McLaren Ford,103,+5 laps,1
NC,22,Piers Courage,COU,BRM,93,DNF,0
NC,1,Denny Hulme,HUL,McLaren Ford,92,DNF,0
NC,19,Lucien Bianchi,BIA,Cooper BRM,88,DNF,0
NC,3,Jack Brabham,BRA,Brabham Repco,77,DNF,0
NC,4,Jochen Rindt,RIN,Brabham Repco,73,DNF,0
NC,18,Vic Elford,ELF,Cooper BRM,71,DNF,0
NC,8,Pedro Rodriguez,ROD,BRM,66,DNF,0
NC,17,Jo Bonnier,BON,Mclaren BRM,62,DNF,0
NC,6,Chris Amon,AMO,Ferrari,59,DNF,0
NC,21,Jean-Pierre Beltoise,BEL,Matra,44,DNF,0
NC,9,Bobby Unser,UNS,BRM,35,DNF,0
NC,12,Mario Andretti,AND,Lotus Ford,32,DNF,0
NC,7,Derek Bell,BEL,Ferrari,14,DNF,0
