Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,9,Graham Hill,HIL,Lotus Ford,80,2:00:32.300,9
2,15,Richard Attwood,ATT,BRM,80,+2.200s,6
3,7,Lucien Bianchi,BIA,Cooper BRM,76,+4 laps,4
4,6,Ludovico Scarfiotti,SCA,Cooper BRM,76,+4 laps,3
5,12,Denny Hulme,HUL,McLaren Ford,73,+7 laps,2
NC,8,John Surtees,SUR,Honda,16,DNF,0
NC,4,Pedro Rodriguez,ROD,BRM,16,DNF,0
NC,16,Piers Courage,COU,BRM,12,DNF,0
NC,1,Jean-Pierre Beltoise,BEL,Matra,11,DNF,0
NC,17,Jo Siffert,SIF,Lotus Ford,11,DNF,0
NC,19,Dan Gurney,GUR,Eagle Weslake,9,DNF,0
NC,3,Jochen Rindt,RIN,Brabham Repco,8,DNF,0
NC,2,Jack Brabham,BRA,Brabham Repco,7,DNF,0
NC,11,Johnny Servoz-Gavin,SER,Matra Ford,3,DNF,0
NC,10,Jackie Oliver,OLI,Lotus Ford,0,DNF,0
NC,14,Bruce McLaren,MCL,McLaren Ford,0,DNF,0
