Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Denny Hulme,HUL,McLaren Ford,68,1:40:14.800,9
2,5,Johnny Servoz-Gavin,SER,Matra Ford,68,+88.400s,6
3,8,Jacky Ickx,ICK,Ferrari,68,+88.600s,4
4,27,Piers Courage,COU,BRM,67,+1 lap,3
5,6,Jean-Pierre Beltoise,BEL,Matra,66,+2 laps,2
6,3,Jo Bonnier,BON,Mclaren BRM,64,+4 laps,1
NC,20,Jo Siffert,SIF,Lotus Ford,58,DNF,0
NC,10,Jack Brabham,BRA,Brabham Repco,56,DNF,0
NC,15,David Hobbs,HOB,Honda,42,DNF,0
NC,4,Jackie Stewart,STE,Matra Ford,42,DNF,0
NC,19,Jackie Oliver,OLI,Lotus Ford,38,DNF,0
NC,2,Bruce McLaren,MCL,McLaren Ford,34,DNF,0
NC,11,Jochen Rindt,RIN,Brabham Repco,33,DNF,0
NC,26,Pedro Rodriguez,ROD,BRM,22,DNF,0
NC,21,Dan Gurney,GUR,Eagle Weslake,19,DNF,0
NC,16,Graham Hill,HIL,Lotus Ford,10,DNF,0
NC,14,John Surtees,SUR,Honda,8,DNF,0
NC,9,Chris Amon,AMO,Ferrari,8,DNF,0
NC,7,Derek Bell,BEL,Ferrari,4,DNF,0
NC,23,Vic Elford,ELF,Cooper BRM,2,DNF,0
