Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,1,Denny Hulme,HUL,McLaren Ford,90,2:27:11.200,9
2,2,Bruce McLaren,MCL,McLaren Ford,89,+1 lap,6
3,16,Pedro Rodriguez,ROD,BRM,88,+2 laps,4
4,3,Graham Hill,HIL,Lotus Ford,86,+4 laps,3
5,21,Vic Elford,ELF,Cooper BRM,86,+4 laps,2
6,14,Jackie Stewart,STE,Matra Ford,83,+7 laps,1
NC,18,Jean-Pierre Beltoise,BEL,Matra,77,DNF,0
NC,9,Chris Amon,AMO,Ferrari,72,DNF,0
NC,15,Johnny Servoz-Gavin,SER,Matra Ford,71,DNF,0
NC,20,Lucien Bianchi,BIA,Cooper BRM,56,+34 laps,0
NC,19,Henri Pescarolo,PES,Matra,54,DNF,0
NC,6,Jochen Rindt,RIN,Brabham Repco,39,DNF,0
NC,4,Jackie Oliver,OLI,Lotus Ford,32,DNF,0
NC,5,Jack Brabham,BRA,Brabham Repco,31,DNF,0
NC,12,Jo Siffert,SIF,Lotus Ford,29,DNF,0
NC,11,Dan Gurney,GUR,McLaren Ford,29,DNF,0
NC,24,Piers Courage,COU,BRM,22,DNF,0
NC,27,Bill Brack,BRA,Lotus Ford,18,DNF,0
NC,8,John Surtees,SUR,Honda,10,DNF,0
NC,22,Jo Bonnier,BON,Mclaren BRM,0,DNF,0
