Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,10,Graham Hill,HIL,Lotus Ford,90,2:15:20.100,9
2,1,Denny Hulme,HUL,McLaren Ford,90,+15.900s,6
3,14,Brian Redman,RED,Cooper BRM,89,+1 lap,4
4,15,Ludovico Scarfiotti,SCA,Cooper BRM,89,+1 lap,3
5,6,Jean-Pierre Beltoise,BEL,Matra Ford,81,+9 laps,2
NC,2,Bruce McLaren,MCL,McLaren Ford,77,DNF,0
NC,7,John Surtees,SUR,Honda,74,DNF,0
NC,16,Jo Siffert,SIF,Lotus Ford,62,DNF,0
NC,19,Chris Amon,AMO,Ferrari,57,DNF,0
NC,5,Piers Courage,COU,BRM,52,DNF,0
NC,9,Pedro Rodriguez,ROD,BRM,27,DNF,0
NC,21,Jacky Ickx,ICK,Ferrari,13,DNF,0
NC,4,Jochen Rindt,RIN,Brabham Repco,10,DNF,0
