Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,6,Mario Andretti,AND,Ferrari,79,1:47:35.500,9
2,9,Jackie Stewart,STE,Tyrrell Ford,79,+20.900s,6
3,5,Clay Regazzoni,REG,Ferrari,79,+31.400s,4
4,3,Reine Wisell,WIS,Lotus Ford,79,+69.400s,3
5,19,Chris Amon,AMO,Matra,78,+1 lap,2
6,11,Denny Hulme,HUL,McLaren Ford,78,+1 lap,1
7,28,Brian Redman,RED,Surtees Ford,78,+1 lap,0
8,4,Jacky Ickx,ICK,Ferrari,78,+1 lap,0
9,14,Graham Hill,HIL,Brabham Ford,77,+2 laps,0
10,7,Ronnie Peterson,PET,March Ford,77,+2 laps,0
11,22,Henri Pescarolo,PES,March Ford,77,+2 laps,0
12,21,Rolf Stommelen,STO,Surtees Ford,77,+2 laps,0
13,8,Andrea de Adamich,DEA,March Alfa Romeo,75,+4 laps,0
NC,2,Emerson Fittipaldi,FIT,Lotus Ford,58,DNF,0
NC,20,John Surtees,SUR,Surtees Ford,56,DNF,0
NC,10,Francois Cevert,CEV,Tyrrell Ford,45,DNF,0
NC,27,Howden Ganley,GAN,BRM,42,DNF,0
NC,16,Pedro Rodriguez,ROD,BRM,33,DNF,0
NC,17,Jo Siffert,SIF,BRM,31,DNF,0
NC,15,Dave Charlton,CHA,Brabham Ford,31,DNF,0
NC,24,John Love,LOV,March Ford,30,DNF,0
NC,25,Jackie Pretorius,PRE,Brabham Ford,22,DNF,0
NC,12,Peter Gethin,GET,McLaren Ford,7,DNF,0
NC,23,Jo Bonnier,BON,McLaren Ford,5,DNF,0
NC,26,Alex Soler-Roig,SOL,March Ford,5,DNF,0
