Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,11,Jackie Stewart,STE,Tyrrell Ford,80,1:52:21.300,9
2,17,Ronnie Peterson,PET,March Ford,80,+25.600s,6
3,4,Jacky Ickx,ICK,Ferrari,80,+53.300s,4
4,9,Denny Hulme,HUL,McLaren Ford,80,+66.700s,3
5,1,Emerson Fittipaldi,FIT,Lotus Ford,79,+1 lap,2
6,24,Rolf Stommelen,STO,Surtees Ford,79,+1 lap,1
7,22,John Surtees,SUR,Surtees Ford,79,+1 lap,0
8,27,Henri Pescarolo,PES,March Ford,77,+3 laps,0
9,15,Pedro Rodriguez,ROD,BRM,76,+4 laps,0
10,8,Tim Schenken,SCH,Brabham Ford,76,+4 laps,0
NC,14,Jo Siffert,SIF,BRM,58,DNF,0
NC,21,Jean-Pierre Beltoise,BEL,Matra,47,DNF,0
NC,20,Chris Amon,AMO,Matra,45,DNF,0
NC,3,Clay Regazzoni,REG,Ferrari,24,DNF,0
NC,10,Peter Gethin,GET,McLaren Ford,22,DNF,0
NC,2,Reine Wisell,WIS,Lotus Ford,21,DNF,0
NC,12,Francois Cevert,CEV,Tyrrell Ford,5,DNF,0
NC,7,Graham Hill,HIL,Brabham Ford,1,DNF,0
