Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,2,Jackie Stewart,STE,Tyrrell Ford,12,1:29:15.700,9
2,3,Francois Cevert,CEV,Tyrrell Ford,12,+30.100s,6
3,6,Clay Regazzoni,REG,Ferrari,12,+37.100s,4
4,5,Mario Andretti,AND,Ferrari,12,+125.000s,3
5,15,Ronnie Peterson,PET,March Ford,12,+149.100s,2
6,25,Tim Schenken,SCH,Brabham Ford,12,+178.600s,1
7,7,John Surtees,SUR,Surtees Ford,12,+199.000s,0
8,9,Reine Wisell,WIS,Lotus Ford,12,+391.700s,0
9,24,Graham Hill,HIL,Brabham Ford,12,+397.000s,0
10,12,Rolf Stommelen,STO,Surtees Ford,11,+1 lap,0
11,22,Vic Elford,ELF,BRM,11,+1 lap,0
12,17,Nanni Galli,GAL,March Alfa Romeo,10,+2 laps,0
NC,8,Emerson Fittipaldi,FIT,Lotus Ford,8,DNF,0
NC,21,Jo Siffert,SIF,BRM,6,DNF,0
NC,10,Chris Amon,AMO,Matra,6,DNF,0
NC,20,Peter Gethin,GET,McLaren Ford,5,DNF,0
NC,14,Henri Pescarolo,PES,March Ford,5,DNF,0
DQ,28,Mike Beuttler,BEU,March Ford,3,DSQ,0
NC,18,Denny Hulme,HUL,McLaren Ford,3,DNF,0
NC,16,Andrea de Adamich,DEA,March Alfa Romeo,2,DNF,0
NC,23,Howden Ganley,GAN,BRM,2,DNF,0
NC,4,Jacky Ickx,ICK,Ferrari,1,DNF,0
