Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,14,Jo Siffert,SIF,BRM,54,1:30:23.910,9
2,2,Emerson Fittipaldi,FIT,Lotus Ford,54,+4.120s,6
3,8,Tim Schenken,SCH,Brabham Ford,54,+19.770s,4
4,3,Reine Wisell,WIS,Lotus Ford,54,+31.870s,3
5,7,Graham Hill,HIL,Brabham Ford,54,+48.430s,2
6,25,Henri Pescarolo,PES,March Ford,54,+84.510s,1
7,24,Rolf Stommelen,STO,Surtees Ford,54,+97.420s,0
8,17,Ronnie Peterson,PET,March Ford,53,+1 lap,0
9,10,Jackie Oliver,OLI,McLaren Ford,53,+1 lap,0
10,23,Peter Gethin,GET,BRM,52,+2 laps,0
11,16,Helmut Marko,MAR,BRM,52,+2 laps,0
12,19,Nanni Galli,GAL,March Alfa Romeo,51,+3 laps,0
NC,27,Mike Beuttler,BEU,March Ford,47,+7 laps,0
NC,12,Francois Cevert,CEV,Tyrrell Ford,42,DNF,0
NC,11,Jackie Stewart,STE,Tyrrell Ford,35,DNF,0
NC,4,Jacky Ickx,ICK,Ferrari,31,DNF,0
NC,26,Niki Lauda,LAU,March Ford,20,DNF,0
NC,22,John Surtees,SUR,Surtees Ford,12,DNF,0
NC,5,Clay Regazzoni,REG,Ferrari,8,DNF,0
NC,15,Howden Ganley,GAN,BRM,6,DNF,0
NC,9,Denny Hulme,HUL,McLaren Ford,4,DNF,0
