Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,11,Jackie Stewart,STE,Tyrrell Ford,75,1:49:03.400,9
2,4,Jacky Ickx,ICK,Ferrari,75,+3.400s,6
3,20,Chris Amon,AMO,Matra,75,+58.100s,4
4,14,Pedro Rodriguez,ROD,BRM,75,+77.900s,3
5,9,Denny Hulme,HUL,McLaren Ford,75,+87.000s,2
6,21,Jean-Pierre Beltoise,BEL,Matra,74,+1 lap,1
7,12,Francois Cevert,CEV,Tyrrell Ford,74,+1 lap,0
8,10,Peter Gethin,GET,McLaren Ford,73,+2 laps,0
9,8,Tim Schenken,SCH,Brabham Ford,72,+3 laps,0
10,16,Howden Ganley,GAN,BRM,71,+4 laps,0
11,24,John Surtees,SUR,Surtees Ford,67,+8 laps,0
NC,3,Reine Wisell,WIS,Lotus Ford,58,+17 laps,0
NC,2,Emerson Fittipaldi,FIT,Lotus Ford,54,DNF,0
NC,27,Henri Pescarolo,PES,March Ford,53,DNF,0
NC,6,Mario Andretti,AND,Ferrari,50,DNF,0
NC,19,Alex Soler-Roig,SOL,March Ford,46,DNF,0
NC,17,Andrea de Adamich,DEA,March Alfa Romeo,26,DNF,0
NC,18,Ronnie Peterson,PET,March Ford,24,DNF,0
NC,5,Clay Regazzoni,REG,Ferrari,13,DNF,0
NC,25,Rolf Stommelen,STO,Surtees Ford,9,DNF,0
NC,7,Graham Hill,HIL,Brabham Ford,5,DNF,0
NC,15,Jo Siffert,SIF,BRM,5,DNF,0
