Position,Driver Number,Driver,Driver Abbreviation,Car,Q1,Q2,Q3,Laps
1,44,Lewis Hamilton,HAM,Mercedes,1:14.907,1:14.261,1:13.447,22
2,77,Valtteri Bottas,BOT,Mercedes,1:15.474,1:14.530,1:13.554,20
3,18,Lance Stroll,STR,Racing Point BWT Mercedes,1:14.895,1:15.176,1:14.377,22
4,11,Sergio Perez,PER,Racing Point BWT Mercedes,1:14.681,1:15.394,1:14.545,22
5,5,Sebastian Vettel,VET,Ferrari,1:15.455,1:15.131,1:14.774,20
6,16,Charles Leclerc,LEC,Ferrari,1:15.793,1:15.006,1:14.817,20
7,33,Max Verstappen,VER,Red Bull Racing Honda,1:15.495,1:14.976,1:14.849,21
8,4,Lando Norris,NOR,McLaren Renault,1:15.444,1:15.085,1:14.966,20
9,55,Carlos Sainz,SAI,McLaren Renault,1:15.281,1:15.267,1:15.027,21
10,10,Pierre Gasly,GAS,AlphaTauri Honda,1:15.767,1:15.508,DNQ,14
11,3,Daniel Ricciardo,RIC,Renault,1:15.848,1:15.661,DNQ,14
12,63,George Russell,RUS,Williams Mercedes,1:15.585,1:15.698,DNQ,14
13,23,Alexander Albon,ALB,Red Bull Racing Honda,1:15.722,1:15.715,DNQ,16
14,31,Esteban Ocon,OCO,Renault,1:15.719,1:15.742,DNQ,14
15,6,Nicholas Latifi,LAT,Williams Mercedes,1:16.105,1:16.544,DNQ,14
16,20,Kevin Magnussen,MAG,Haas Ferrari,1:16.152,DNQ,DNQ,9
17,26,Daniil Kvyat,KVY,AlphaTauri Honda,1:16.204,DNQ,DNQ,9
18,8,Romain Grosjean,GRO,Haas Ferrari,1:16.407,DNQ,DNQ,8
19,99,Antonio Giovinazzi,GIO,Alfa Romeo Racing Ferrari,1:16.506,DNQ,DNQ,12
20,7,Kimi Räikkönen,RAI,Alfa Romeo Racing Ferrari,1:16.614,DNQ,DNQ,12
