Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,7,John Watson,WAT,McLaren Ford,68,1:26:54.800,9
2,2,Carlos Reutemann,REU,Williams Ford,68,+40.650s,6
3,26,Jacques Laffite,LAF,Ligier Matra,67,+1 lap,4
4,3,Eddie Cheever,CHE,Tyrrell Ford,67,+1 lap,3
5,6,Hector Rebaque,REB,Brabham Ford,67,+1 lap,2
6,10,Slim Borgudd,BOR,ATS Ford,67,+1 lap,1
7,17,Derek Daly,DAL,March Ford,66,+2 laps,0
8,32,Jean-Pierre Jarier,JAR,Osella Hart,65,+3 laps,0
9,16,Rene Arnoux,ARN,Renault,64,DNF,0
10,29,Riccardo Patrese,PAT,Arrows Ford,64,DNF,0
11,33,Marc Surer,SUR,Theodore Ford,61,DNF,0
NC,22,Mario Andretti,AND,Alfa Romeo,59,DNF,0
NC,20,Keke Rosberg,ROS,Fittipaldi Ford,56,DNF,0
NC,11,Elio de Angelis,DEA,Lotus Ford,25,DNF,0
NC,15,Alain Prost,PRO,Renault,17,DNF,0
NC,25,Patrick Tambay,TAM,Ligier Matra,15,DNF,0
NC,28,Didier Pironi,PIR,Ferrari,13,DNF,0
NC,5,Nelson Piquet,PIQ,Brabham Ford,11,DNF,0
NC,23,Bruno Giacomelli,GIA,Alfa Romeo,5,DNF,0
NC,27,Gilles Villeneuve,VIL,Ferrari,4,DNF,0
NC,1,Alan Jones,JON,Williams Ford,3,DNF,0
NC,8,Andrea de Cesaris,DEC,McLaren Ford,3,DNF,0
NC,4,Michele Alboreto,ALB,Tyrrell Ford,0,DNF,0
NC,30,Siegfried Stohr,STO,Arrows Ford,0,DNF,0
