Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,15,Alain Prost,PRO,Renault,52,1:26:33.897,9
2,1,Alan Jones,JON,Williams Ford,52,+22.175s,6
3,2,Carlos Reutemann,REU,Williams Ford,52,+50.587s,4
4,11,Elio de Angelis,DEA,Lotus Ford,52,+92.902s,3
5,28,Didier Pironi,PIR,Ferrari,52,+94.522s,2
6,5,Nelson Piquet,PIQ,Brabham Ford,51,DNF,1
7,8,Andrea de Cesaris,DEC,McLaren Ford,51,DNF,0
8,23,Bruno Giacomelli,GIA,Alfa Romeo,50,+2 laps,0
9,32,Jean-Pierre Jarier,JAR,Osella Hart,50,+2 laps,0
10,35,Brian Henton,HEN,Toleman Hart,49,+3 laps,0
NC,22,Mario Andretti,AND,Alfa Romeo,41,DNF,0
NC,17,Derek Daly,DAL,March Ford,37,DNF,0
NC,25,Patrick Tambay,TAM,Ligier Matra,22,DNF,0
NC,12,Nigel Mansell,MAN,Lotus Ford,21,DNF,0
NC,7,John Watson,WAT,McLaren Ford,19,DNF,0
NC,29,Riccardo Patrese,PAT,Arrows Ford,19,DNF,0
NC,4,Michele Alboreto,ALB,Tyrrell Ford,16,DNF,0
NC,14,Eliseo Salazar,SAL,Ensign Ford,13,DNF,0
NC,16,Rene Arnoux,ARN,Renault,12,DNF,0
NC,26,Jacques Laffite,LAF,Ligier Matra,11,DNF,0
NC,3,Eddie Cheever,CHE,Tyrrell Ford,11,DNF,0
NC,10,Slim Borgudd,BOR,ATS Ford,10,DNF,0
NC,27,Gilles Villeneuve,VIL,Ferrari,6,DNF,0
NC,6,Hector Rebaque,REB,Brabham Ford,0,DNF,0
