Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,2,Carlos Reutemann,REU,Williams Ford,54,1:16:31.610,9
2,26,Jacques Laffite,LAF,Ligier Matra,54,+36.060s,6
3,12,Nigel Mansell,MAN,Lotus Ford,54,+43.690s,4
4,27,Gilles Villeneuve,VIL,Ferrari,54,+47.640s,3
5,11,Elio de Angelis,DEA,Lotus Ford,54,+49.200s,2
6,3,Eddie Cheever,CHE,Tyrrell Ford,54,+52.510s,1
7,7,John Watson,WAT,McLaren Ford,54,+61.660s,0
8,28,Didier Pironi,PIR,Ferrari,54,+92.040s,0
9,23,Bruno Giacomelli,GIA,Alfa Romeo,54,+95.580s,0
10,22,Mario Andretti,AND,Alfa Romeo,53,+1 lap,0
11,14,Marc Surer,SUR,Ensign Ford,52,+2 laps,0
12,4,Michele Alboreto,ALB,Tyrrell Ford,52,+2 laps,0
13,31,Piercarlo Ghinzani,GHI,Osella Hart,50,+4 laps,0
NC,6,Hector Rebaque,REB,Brabham Ford,39,DNF,0
NC,25,Jean-Pierre Jabouille,JAB,Ligier Matra,35,DNF,0
NC,21,Chico Serra,SER,Fittipaldi Ford,29,DNF,0
NC,32,Beppe Gabbiani,GAB,Osella Hart,22,DNF,0
NC,1,Alan Jones,JON,Williams Ford,19,DNF,0
NC,8,Andrea de Cesaris,DEC,McLaren Ford,11,DNF,0
NC,5,Nelson Piquet,PIQ,Brabham Ford,10,DNF,0
NC,20,Keke Rosberg,ROS,Fittipaldi Ford,10,DNF,0
NC,15,Alain Prost,PRO,Renault,2,DNF,0
NC,30,Siegfried Stohr,STO,Arrows Ford,0,DNF,0
NC,29,Riccardo Patrese,PAT,Arrows Ford,0,DNF,0
