Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,2,Gerhard Berger,BER,McLaren Honda,53,1:32:10.695,10
2,1,Ayrton Senna,SEN,McLaren Honda,53,+0.344s,6
3,6,Riccardo Patrese,PAT,Williams Renault,53,+56.731s,4
4,27,Alain Prost,PRO,Ferrari,53,+80.761s,3
5,7,Martin Brundle,BRU,Brabham Yamaha,52,+1 lap,2
6,4,Stefano Modena,MOD,Tyrrell Honda,52,+1 lap,1
7,20,Nelson Piquet,PIQ,Benetton Ford,52,+1 lap,0
8,15,Mauricio Gugelmin,GUG,Leyton House Ilmor,52,+1 lap,0
9,25,Thierry Boutsen,BOU,Ligier Lamborghini,52,+1 lap,0
10,10,Alex Caffi,CAF,Footwork Porsche,51,+2 laps,0
11,14,Gabriele Tarquini,TAR,Fondmetal Ford,50,+3 laps,0
NC,26,Erik Comas,COM,Ligier Lamborghini,41,DNF,0
NC,23,Pierluigi Martini,MAR,Minardi Ferrari,39,DNF,0
NC,19,Michael Schumacher,MSC,Benetton Ford,34,DNF,0
NC,12,Johnny Herbert,HER,Lotus Judd,31,DNF,0
NC,3,Satoru Nakajima,NAK,Tyrrell Honda,30,DNF,0
NC,30,Aguri Suzuki,SUZ,Lola Ford,26,DNF,0
NC,24,Gianni Morbidelli,MOR,Minardi Ferrari,15,DNF,0
NC,5,Nigel Mansell,MAN,Williams Renault,9,DNF,0
NC,32,Alessandro Zanardi,ZAN,Jordan Ford,7,DNF,0
NC,11,Mika Hakkinen,HAK,Lotus Judd,4,DNF,0
NC,33,Andrea de Cesaris,DEC,Jordan Ford,1,DNF,0
NC,22,Jyrki Jarvilehto,JAR,Dallara Judd,1,DNF,0
NC,21,Emanuele Pirro,PIR,Dallara Judd,1,DNF,0
NC,16,Karl Wendlinger,WEN,Leyton House Ilmor,1,DNF,0
NC,28,Jean Alesi,ALE,Ferrari,0,DNF,0
