Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,20,Nelson Piquet,PIQ,Benetton Ford,69,1:38:51.490,10
2,4,Stefano Modena,MOD,Tyrrell Honda,69,+31.832s,6
3,6,Riccardo Patrese,PAT,Williams Renault,69,+42.217s,4
4,33,Andrea de Cesaris,DEC,Jordan Ford,69,+80.210s,3
5,32,Bertrand Gachot,GAC,Jordan Ford,69,+82.351s,2
6,5,Nigel Mansell,MAN,Williams Renault,68,DNF,1
7,23,Pierluigi Martini,MAR,Minardi Ferrari,68,+1 lap,0
8,26,Erik Comas,COM,Ligier Lamborghini,68,+1 lap,0
9,21,Emanuele Pirro,PIR,Dallara Judd,68,+1 lap,0
10,3,Satoru Nakajima,NAK,Tyrrell Honda,67,+2 laps,0
NC,15,Mauricio Gugelmin,GUG,Leyton House Ilmor,61,DNF,0
NC,22,Jyrki Jarvilehto,JAR,Dallara Judd,50,DNF,0
NC,10,Stefan Johansson,JOH,Footwork Porsche,48,DNF,0
NC,16,Ivan Capelli,CAP,Leyton House Ilmor,42,DNF,0
NC,28,Jean Alesi,ALE,Ferrari,34,DNF,0
NC,29,Eric Bernard,BER,Lola Ford,29,DNF,0
NC,27,Alain Prost,PRO,Ferrari,27,DNF,0
NC,25,Thierry Boutsen,BOU,Ligier Lamborghini,27,DNF,0
NC,1,Ayrton Senna,SEN,McLaren Honda,25,DNF,0
NC,11,Mika Hakkinen,HAK,Lotus Judd,21,DNF,0
NC,7,Martin Brundle,BRU,Brabham Yamaha,21,DNF,0
NC,24,Gianni Morbidelli,MOR,Minardi Ferrari,20,DNF,0
NC,19,Roberto Moreno,MOR,Benetton Ford,10,DNF,0
NC,2,Gerhard Berger,BER,McLaren Honda,4,DNF,0
NC,30,Aguri Suzuki,SUZ,Lola Ford,3,DNF,0
NC,9,Michele Alboreto,ALB,Footwork Porsche,2,DNF,0
