Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,4,Patrick Depailler,DEP,Tyrrell Ford,75,1:55:14.660,9
2,1,Niki Lauda,LAU,Brabham Alfa Romeo,75,+22.450s,6
3,20,Jody Scheckter,SCH,Wolf Ford,75,+32.290s,4
4,2,John Watson,WAT,Brabham Alfa Romeo,75,+33.530s,3
5,3,Didier Pironi,PIR,Tyrrell Ford,75,+68.060s,2
6,35,Riccardo Patrese,PAT,Arrows Ford,75,+68.770s,1
7,8,Patrick Tambay,TAM,McLaren Ford,74,+1 lap,0
8,11,Carlos Reutemann,REU,Ferrari,74,+1 lap,0
9,14,Emerson Fittipaldi,FIT,Fittipaldi Ford,74,+1 lap,0
10,15,Jean-Pierre Jabouille,JAB,Renault,71,+4 laps,0
11,5,Mario Andretti,AND,Lotus Ford,69,+6 laps,0
NC,12,Gilles Villeneuve,VIL,Ferrari,62,DNF,0
NC,6,Ronnie Peterson,PET,Lotus Ford,56,DNF,0
NC,7,James Hunt,HUN,McLaren Ford,43,DNF,0
NC,36,Rolf Stommelen,STO,Arrows Ford,38,DNF,0
NC,27,Alan Jones,JON,Williams Ford,29,DNF,0
NC,22,Jacky Ickx,ICK,Ensign Ford,27,DNF,0
NC,16,Hans-Joachim Stuck,STU,Shadow Ford,24,DNF,0
NC,26,Jacques Laffite,LAF,Ligier Matra,13,DNF,0
NC,18,Rupert Keegan,KEE,Surtees Ford,8,DNF,0
