Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,5,Mario Andretti,AND,Lotus Ford,52,1:37:04.470,9
2,1,Niki Lauda,LAU,Brabham Alfa Romeo,52,+13.210s,6
3,4,Patrick Depailler,DEP,Tyrrell Ford,52,+13.640s,4
4,7,James Hunt,HUN,McLaren Ford,52,+16.050s,3
5,6,Ronnie Peterson,PET,Lotus Ford,52,+74.850s,2
6,8,Patrick Tambay,TAM,McLaren Ford,52,+79.900s,1
7,11,Carlos Reutemann,REU,Ferrari,52,+82.600s,0
8,12,Gilles Villeneuve,VIL,Ferrari,52,+98.880s,0
9,14,Emerson Fittipaldi,FIT,Fittipaldi Ford,52,+100.600s,0
10,20,Jody Scheckter,SCH,Wolf Ford,52,+103.500s,0
11,9,Jochen Mass,MAS,ATS Ford,52,+109.070s,0
12,10,Jean-Pierre Jarier,JAR,ATS Ford,51,+1 lap,0
13,30,Brett Lunger,LUN,McLaren Ford,51,+1 lap,0
14,3,Didier Pironi,PIR,Tyrrell Ford,51,+1 lap,0
15,17,Clay Regazzoni,REG,Shadow Ford,51,+1 lap,0
16,26,Jacques Laffite,LAF,Ligier Matra,50,DNF,0
17,16,Hans-Joachim Stuck,STU,Shadow Ford,50,+2 laps,0
18,19,Vittorio Brambilla,BRA,Surtees Ford,50,+2 laps,0
NC,2,John Watson,WAT,Brabham Alfa Romeo,41,DNF,0
NC,27,Alan Jones,JON,Williams Ford,36,DNF,0
NC,22,Danny Ongais,ONG,Ensign Ford,35,DNF,0
NC,23,Lamberto Leoni,LEO,Ensign Ford,28,DNF,0
NC,37,Arturo Merzario,MER,Merzario Ford,9,DNF,0
NC,18,Rupert Keegan,KEE,Surtees Ford,4,DNF,0
