Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,5,Mario Andretti,AND,Lotus Ford,54,1:38:51.920,9
2,6,Ronnie Peterson,PET,Lotus Ford,54,+2.930s,6
3,7,James Hunt,HUN,McLaren Ford,54,+19.800s,4
4,2,John Watson,WAT,Brabham Alfa Romeo,54,+36.880s,3
5,27,Alan Jones,JON,Williams Ford,54,+41.810s,2
6,20,Jody Scheckter,SCH,Wolf Ford,54,+54.530s,1
7,26,Jacques Laffite,LAF,Ligier Matra,54,+54.740s,0
8,35,Riccardo Patrese,PAT,Arrows Ford,54,+84.880s,0
9,8,Patrick Tambay,TAM,McLaren Ford,54,+87.060s,0
10,3,Didier Pironi,PIR,Tyrrell Ford,54,+89.980s,0
11,16,Hans-Joachim Stuck,STU,Shadow Ford,53,+1 lap,0
12,12,Gilles Villeneuve,VIL,Ferrari,53,+1 lap,0
13,9,Jochen Mass,MAS,ATS Ford,53,+1 lap,0
14,31,Rene Arnoux,ARN,Martini Ford,53,+1 lap,0
15,36,Rolf Stommelen,STO,Arrows Ford,53,+1 lap,0
16,10,Keke Rosberg,ROS,ATS Ford,52,+2 laps,0
17,19,Vittorio Brambilla,BRA,Surtees Ford,52,+2 laps,0
18,11,Carlos Reutemann,REU,Ferrari,49,+5 laps,0
NC,30,Brett Lunger,LUN,McLaren Ford,45,DNF,0
NC,14,Emerson Fittipaldi,FIT,Fittipaldi Ford,43,DNF,0
NC,18,Rupert Keegan,KEE,Surtees Ford,40,DNF,0
NC,33,Bruno Giacomelli,GIA,McLaren Ford,28,DNF,0
NC,4,Patrick Depailler,DEP,Tyrrell Ford,10,DNF,0
NC,1,Niki Lauda,LAU,Brabham Alfa Romeo,10,DNF,0
NC,17,Clay Regazzoni,REG,Shadow Ford,4,DNF,0
NC,15,Jean-Pierre Jabouille,JAB,Renault,1,DNF,0
