Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,5,Mario Andretti,AND,Lotus Ford,75,1:41:47.060,9
2,6,Ronnie Peterson,PET,Lotus Ford,75,+19.560s,6
3,26,Jacques Laffite,LAF,Ligier Matra,75,+37.240s,4
4,20,Jody Scheckter,SCH,Wolf Ford,75,+60.060s,3
5,2,John Watson,WAT,Brabham Alfa Romeo,75,+65.930s,2
6,7,James Hunt,HUN,McLaren Ford,74,+1 lap,1
7,19,Vittorio Brambilla,BRA,Surtees Ford,74,+1 lap,0
8,27,Alan Jones,JON,Williams Ford,74,+1 lap,0
9,9,Jochen Mass,MAS,ATS Ford,74,+1 lap,0
10,12,Gilles Villeneuve,VIL,Ferrari,74,+1 lap,0
11,18,Rupert Keegan,KEE,Surtees Ford,73,+2 laps,0
12,3,Didier Pironi,PIR,Tyrrell Ford,71,+4 laps,0
13,15,Jean-Pierre Jabouille,JAB,Renault,71,+4 laps,0
14,36,Rolf Stommelen,STO,Arrows Ford,71,+4 laps,0
15,17,Clay Regazzoni,REG,Shadow Ford,67,DNF,0
NC,22,Jacky Ickx,ICK,Ensign Ford,64,DNF,0
NC,14,Emerson Fittipaldi,FIT,Fittipaldi Ford,62,DNF,0
NC,11,Carlos Reutemann,REU,Ferrari,57,DNF,0
NC,1,Niki Lauda,LAU,Brabham Alfa Romeo,56,DNF,0
NC,4,Patrick Depailler,DEP,Tyrrell Ford,51,DNF,0
NC,16,Hans-Joachim Stuck,STU,Shadow Ford,45,DNF,0
NC,25,Hector Rebaque,REB,Lotus Ford,21,DNF,0
NC,35,Riccardo Patrese,PAT,Arrows Ford,21,DNF,0
NC,8,Patrick Tambay,TAM,McLaren Ford,16,DNF,0
