Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,0,Damon Hill,HIL,Williams Renault,77,1:47:39.098,10
2,6,Riccardo Patrese,PAT,Benetton Ford,77,+71.915s,6
3,28,Gerhard Berger,BER,Ferrari,77,+78.042s,4
4,9,Derek Warwick,WAR,Footwork Mugen Honda,76,+1 lap,3
5,25,Martin Brundle,BRU,Ligier Renault,76,+1 lap,2
6,29,Karl Wendlinger,WEN,Sauber,76,+1 lap,1
7,26,Mark Blundell,BLU,Ligier Renault,76,+1 lap,0
8,19,Philippe Alliot,ALL,Larrousse Lamborghini,75,+2 laps,0
9,15,Thierry Boutsen,BOU,Jordan Hart,75,+2 laps,0
10,3,Ukyo Katayama,KAT,Tyrrell Yamaha,73,+4 laps,0
11,4,Andrea de Cesaris,DEC,Tyrrell Yamaha,72,+5 laps,0
12,2,Alain Prost,PRO,Williams Renault,70,+7 laps,0
NC,24,Pierluigi Martini,MAR,Minardi Ford,59,DNF,0
NC,20,Erik Comas,COM,Larrousse Lamborghini,54,DNF,0
NC,11,Alessandro Zanardi,ZAN,Lotus Ford,45,DNF,0
NC,10,Aguri Suzuki,SUZ,Footwork Mugen Honda,41,DNF,0
NC,21,Michele Alboreto,ALB,Lola Ferrari,39,DNF,0
NC,12,Johnny Herbert,HER,Lotus Ford,38,DNF,0
NC,22,Luca Badoer,BAD,Lola Ferrari,37,DNF,0
NC,5,Michael Schumacher,MSC,Benetton Ford,26,DNF,0
NC,23,Christian Fittipaldi,FIT,Minardi Ford,22,DNF,0
NC,27,Jean Alesi,ALE,Ferrari,22,DNF,0
NC,30,Jyrki Jarvilehto,JAR,Sauber,18,DNF,0
NC,8,Ayrton Senna,SEN,McLaren Ford,17,DNF,0
NC,7,Michael Andretti,AND,McLaren Ford,15,DNF,0
