Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,2,Alain Prost,PRO,Williams Renault,72,1:38:45.082,10
2,8,Ayrton Senna,SEN,McLaren Ford,72,+79.824s,6
3,26,Mark Blundell,BLU,Ligier Renault,71,+1 lap,4
4,23,Christian Fittipaldi,FIT,Minardi Ford,71,+1 lap,3
5,30,Jyrki Jarvilehto,JAR,Sauber,70,+2 laps,2
6,28,Gerhard Berger,BER,Ferrari,69,DNF,1
7,9,Derek Warwick,WAR,Footwork Mugen Honda,69,DNF,0
NC,25,Martin Brundle,BRU,Ligier Renault,57,DNF,0
NC,21,Michele Alboreto,ALB,Lola Ferrari,55,DNF,0
NC,20,Erik Comas,COM,Larrousse Lamborghini,51,DNF,0
NC,6,Riccardo Patrese,PAT,Benetton Ford,46,DNF,0
NC,5,Michael Schumacher,MSC,Benetton Ford,39,DNF,0
NC,12,Johnny Herbert,HER,Lotus Ford,38,DNF,0
NC,29,Karl Wendlinger,WEN,Sauber,33,DNF,0
NC,14,Rubens Barrichello,BAR,Jordan Hart,31,DNF,0
NC,27,Jean Alesi,ALE,Ferrari,30,DNF,0
NC,19,Philippe Alliot,ALL,Larrousse Lamborghini,27,DNF,0
NC,24,Fabrizio Barbazza,BAR,Minardi Ford,21,DNF,0
NC,10,Aguri Suzuki,SUZ,Footwork Mugen Honda,21,DNF,0
NC,22,Luca Badoer,BAD,Lola Ferrari,20,DNF,0
NC,0,Damon Hill,HIL,Williams Renault,16,DNF,0
NC,11,Alessandro Zanardi,ZAN,Lotus Ford,16,DNF,0
NC,7,Michael Andretti,AND,McLaren Ford,4,DNF,0
NC,15,Ivan Capelli,CAP,Jordan Hart,2,DNF,0
NC,3,Ukyo Katayama,KAT,Tyrrell Yamaha,1,DNF,0
