Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,2,Alain Prost,PRO,Williams Renault,59,1:25:38.189,10
2,5,Michael Schumacher,MSC,Benetton Ford,59,+7.660s,6
3,6,Riccardo Patrese,PAT,Benetton Ford,59,+77.482s,4
4,12,Johnny Herbert,HER,Lotus Ford,59,+78.407s,3
5,8,Ayrton Senna,SEN,McLaren Ford,58,DNF,2
6,9,Derek Warwick,WAR,Footwork Mugen Honda,58,+1 lap,1
7,26,Mark Blundell,BLU,Ligier Renault,58,+1 lap,0
8,30,Jyrki Jarvilehto,JAR,Sauber,58,+1 lap,0
9,27,Jean Alesi,ALE,Ferrari,58,+1 lap,0
10,14,Rubens Barrichello,BAR,Jordan Hart,58,+1 lap,0
11,19,Philippe Alliot,ALL,Larrousse Lamborghini,57,+2 laps,0
12,23,Christian Fittipaldi,FIT,Minardi Ford,56,DNF,0
13,3,Ukyo Katayama,KAT,Tyrrell Yamaha,55,+4 laps,0
14,25,Martin Brundle,BRU,Ligier Renault,53,DNF,0
NC,4,Andrea de Cesaris,DEC,Tyrrell Yamaha,43,+16 laps,0
NC,0,Damon Hill,HIL,Williams Renault,41,DNF,0
NC,11,Alessandro Zanardi,ZAN,Lotus Ford,41,DNF,0
NC,15,Thierry Boutsen,BOU,Jordan Hart,41,DNF,0
NC,22,Luca Badoer,BAD,Lola Ferrari,32,DNF,0
NC,24,Pierluigi Martini,MAR,Minardi Ford,31,DNF,0
NC,29,Karl Wendlinger,WEN,Sauber,24,DNF,0
NC,28,Gerhard Berger,BER,Ferrari,10,DNF,0
NC,10,Aguri Suzuki,SUZ,Footwork Mugen Honda,8,DNF,0
