Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,8,Ayrton Senna,SEN,McLaren Ford,53,1:40:27.912,10
2,2,Alain Prost,PRO,Williams Renault,53,+11.435s,6
3,7,Mika Hakkinen,HAK,McLaren Ford,53,+26.129s,4
4,0,Damon Hill,HIL,Williams Renault,53,+83.538s,3
5,14,Rubens Barrichello,BAR,Jordan Hart,53,+95.101s,2
6,15,Eddie Irvine,IRV,Jordan Hart,53,+106.421s,1
7,26,Mark Blundell,BLU,Ligier Renault,52,+1 lap,0
8,30,Jyrki Jarvilehto,JAR,Sauber,52,+1 lap,0
9,25,Martin Brundle,BRU,Ligier Renault,51,DNF,0
10,24,Pierluigi Martini,MAR,Minardi Ford,51,+2 laps,0
11,12,Johnny Herbert,HER,Lotus Ford,51,+2 laps,0
12,19,Toshio Suzuki,SUZ,Larrousse Lamborghini,51,+2 laps,0
13,11,Pedro Lamy,LAM,Lotus Ford,49,DNF,0
14,9,Derek Warwick,WAR,Footwork Mugen Honda,48,DNF,0
NC,6,Riccardo Patrese,PAT,Benetton Ford,45,DNF,0
NC,28,Gerhard Berger,BER,Ferrari,40,DNF,0
NC,10,Aguri Suzuki,SUZ,Footwork Mugen Honda,28,DNF,0
NC,3,Ukyo Katayama,KAT,Tyrrell Yamaha,26,DNF,0
NC,23,Jean-Marc Gounon,GOU,Minardi Ford,26,DNF,0
NC,29,Karl Wendlinger,WEN,Sauber,25,DNF,0
NC,20,Erik Comas,COM,Larrousse Lamborghini,17,DNF,0
NC,5,Michael Schumacher,MSC,Benetton Ford,10,DNF,0
NC,27,Jean Alesi,ALE,Ferrari,7,DNF,0
