Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,2,Alain Prost,PRO,Williams Renault,45,1:18:40.885,10
2,5,Michael Schumacher,MSC,Benetton Ford,45,+16.664s,6
3,26,Mark Blundell,BLU,Ligier Renault,45,+59.349s,4
4,8,Ayrton Senna,SEN,McLaren Ford,45,+68.229s,3
5,6,Riccardo Patrese,PAT,Benetton Ford,45,+91.516s,2
6,28,Gerhard Berger,BER,Ferrari,45,+94.754s,1
7,27,Jean Alesi,ALE,Ferrari,45,+95.841s,0
8,25,Martin Brundle,BRU,Ligier Renault,44,+1 lap,0
9,29,Karl Wendlinger,WEN,Sauber,44,+1 lap,0
10,12,Johnny Herbert,HER,Lotus Ford,44,+1 lap,0
11,23,Christian Fittipaldi,FIT,Minardi Ford,44,+1 lap,0
12,19,Philippe Alliot,ALL,Larrousse Lamborghini,44,+1 lap,0
13,15,Thierry Boutsen,BOU,Jordan Hart,44,+1 lap,0
14,24,Pierluigi Martini,MAR,Minardi Ford,44,+1 lap,0
15,0,Damon Hill,HIL,Williams Renault,43,DNF,0
16,21,Michele Alboreto,ALB,Lola Ferrari,43,+2 laps,0
17,9,Derek Warwick,WAR,Footwork Mugen Honda,42,+3 laps,0
NC,14,Rubens Barrichello,BAR,Jordan Hart,34,DNF,0
NC,3,Ukyo Katayama,KAT,Tyrrell Yamaha,28,DNF,0
NC,30,Jyrki Jarvilehto,JAR,Sauber,22,DNF,0
NC,11,Alessandro Zanardi,ZAN,Lotus Ford,19,DNF,0
NC,10,Aguri Suzuki,SUZ,Footwork Mugen Honda,9,DNF,0
NC,7,Michael Andretti,AND,McLaren Ford,4,DNF,0
NC,22,Luca Badoer,BAD,Lola Ferrari,4,DNF,0
NC,4,Andrea de Cesaris,DEC,Tyrrell Yamaha,1,DNF,0
