Position,Driver Number,Driver,Driver Abbreviation,Car,Laps,Time/Retired,Points
1,0,Damon Hill,HIL,Williams Renault,44,1:24:32.124,10
2,5,Michael Schumacher,MSC,Benetton Ford,44,+3.668s,6
3,2,Alain Prost,PRO,Williams Renault,44,+14.988s,4
4,8,Ayrton Senna,SEN,McLaren Ford,44,+99.763s,3
5,12,Johnny Herbert,HER,Lotus Ford,43,+1 lap,2
6,6,Riccardo Patrese,PAT,Benetton Ford,43,+1 lap,1
7,25,Martin Brundle,BRU,Ligier Renault,43,+1 lap,0
8,7,Michael Andretti,AND,McLaren Ford,43,+1 lap,0
9,30,Jyrki Jarvilehto,JAR,Sauber,43,+1 lap,0
10,28,Gerhard Berger,BER,Ferrari,42,DNF,0
11,26,Mark Blundell,BLU,Ligier Renault,42,DNF,0
12,19,Philippe Alliot,ALL,Larrousse Lamborghini,42,+2 laps,0
13,22,Luca Badoer,BAD,Lola Ferrari,42,+2 laps,0
14,21,Michele Alboreto,ALB,Lola Ferrari,41,+3 laps,0
15,3,Ukyo Katayama,KAT,Tyrrell Yamaha,40,+4 laps,0
NC,20,Erik Comas,COM,Larrousse Lamborghini,37,DNF,0
NC,9,Derek Warwick,WAR,Footwork Mugen Honda,28,DNF,0
NC,29,Karl Wendlinger,WEN,Sauber,27,DNF,0
NC,4,Andrea de Cesaris,DEC,Tyrrell Yamaha,24,DNF,0
NC,23,Christian Fittipaldi,FIT,Minardi Ford,15,DNF,0
NC,24,Pierluigi Martini,MAR,Minardi Ford,15,DNF,0
NC,10,Aguri Suzuki,SUZ,Footwork Mugen Honda,14,DNF,0
NC,14,Rubens Barrichello,BAR,Jordan Hart,11,DNF,0
NC,27,Jean Alesi,ALE,Ferrari,4,DNF,0
